PairDepth	SGBLineage	SGBLabel	SpeciesLabel	SGBClass	TotalDatabaseMarkers	NonzeroMarkers	MarkerSupportFraction	MappedMarkerHits	Coverage	RelativeAbundancePct	EstimatedReads	PercNonzero	PercNonzeroRole	ViralMarkerNamesInMapout	ViralMarkerHitsInMapout	MetadataExcludedSGBMarkerNamesInMapout	MetadataExcludedSGBMarkerHitsInMapout	MetadataExcludedSGBLabelsInMapout	UnexpectedMarkerNamesInMapout
50000	k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Caldicellulosiruptorales|f__Caldicellulosiruptoraceae|g__Caldicellulosiruptor|s__Caldicellulosiruptor_changbaiensis|t__SGB8548	t__SGB8548	s__Caldicellulosiruptor_changbaiensis	Known SGB	200	157	0.785	470	0.0023383507552482714	10.42574	9600	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis|t__SGB720	t__SGB720	s__Methanobrevibacter_oralis	Known SGB	200	95	0.475	219	0.001233266841223421	5.49863	7303	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadia|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas_aurantiaca|t__SGB17603	t__SGB17603	s__Gemmatimonas_aurantiaca	Known SGB	200	154	0.77	600	0.0010592548127301704	4.72278	7866	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Methanobacteriota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_horikoshii|t__SGB896	t__SGB896	s__Pyrococcus_horikoshii	Known SGB	200	113	0.565	312	0.0009039694205593423	4.03043	3904	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_europaea|t__SGB13363	t__SGB13363	s__Nitrosomonas_europaea	Known SGB	144	58	0.4027777777777778	114	0.0008016299168895372	3.57414	7503	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_thermohydrosulfuricus|t__SGB8563_group	t__SGB8563_group	s__Thermoanaerobacter_thermohydrosulfuricus	Known SGB	53	23	0.4339622641509434	56	0.0007996237568353839	3.56519	7746	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Nanobdellota|c__Candidatus_Nanoarchaeia|o__Nanoarchaeales|f__Nanoarchaeaceae|g__Nanoarchaeum|s__Nanoarchaeum_equitans|t__SGB645	t__SGB645	s__Nanoarchaeum_equitans	Known SGB	200	89	0.445	228	0.0006831499192266105	3.04588	1608	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina|t__SGB19010	t__SGB19010	s__Persephonella_marina	Known SGB	200	90	0.45	218	0.0006831050625513381	3.04568	4724	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__Desulfobulbus|s__Desulfobulbus_oralis|t__SGB8831	t__SGB8831	s__Desulfobulbus_oralis	Known SGB	200	76	0.38	149	0.0004958884730883897	2.21096	6183	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeovibrioides|t__SGB8461	t__SGB8461	s__Chlorobium_phaeovibrioides	Known SGB	200	75	0.375	142	0.000438723937721854	1.95609	4336	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_hospitalis|t__SGB912	t__SGB912	s__Ignicoccus_hospitalis	Known SGB	200	85	0.425	187	0.00033762784585429525	1.50534	1870	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_limicola|t__SGB8451	t__SGB8451	s__Chlorobium_limicola	Known SGB	100	34	0.34	62	0.00033709449782644594	1.50297	6542	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Chloroflexota|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus|t__SGB17736	t__SGB17736	s__Herpetosiphon_aurantiacus	Known SGB	200	55	0.275	117	0.00026385515459730025	1.17642	12188	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis|t__SGB2057	t__SGB2057	s__Porphyromonas_gingivalis	Known SGB	85	23	0.27058823529411763	42	0.0002092846438436136	0.93311	5798	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Rhodopirellula|s__Rhodopirellula_baltica|t__SGB3284	t__SGB3284	s__Rhodopirellula_baltica	Known SGB	200	56	0.28	91	0.00019170149034093063	0.85472	15919	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides|t__SGB8453	t__SGB8453	s__Chlorobium_phaeobacteroides	Known SGB	200	55	0.275	119	7.973563786208522e-05	0.35551	3179	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_islandicus|t__SGB913	t__SGB913	s__Ignicoccus_islandicus	Known SGB	200	51	0.255	125	7.720931907538077e-05	0.34424	1881	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum|t__SGB257	t__SGB257	s__Halobacterium_salinarum	Known SGB	200	44	0.22	67	5.4400400299534704e-05	0.24255	5456	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_calidifontis|t__SGB819	t__SGB819	s__Pyrobaculum_calidifontis	Known SGB	200	44	0.22	86	3.1932788743737904e-05	0.14238	2841	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Wolinella|s__Wolinella_succinogenes|t__SGB19408	t__SGB19408	s__Wolinella_succinogenes	Known SGB	200	45	0.225	87	2.8918607372270578e-05	0.12894	2346	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
50000	k__Archaea|p__Methanobacteriota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_maripaludis|t__SGB661	t__SGB661	s__Methanococcus_maripaludis	Known SGB	200	41	0.205	86	2.1441082903924225e-05	0.0956	5113	0.33	quasi_marker_disambiguation_not_detection_limit	12	49	5	8	SGB6011	0
99991	k__Bacteria|p__Thermotogota|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_neapolitana|t__SGB19176	t__SGB19176	s__Thermotoga_neapolitana	Known SGB	200	187	0.935	941	0.007996690560745028	14.51883	15534	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_jannaschii|t__SGB648	t__SGB648	s__Methanocaldococcus_jannaschii	Known SGB	200	179	0.895	804	0.005777336553204488	10.48936	12045	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Thermotogota|c__Thermotogae|o__Thermotogales|f__Thermotogaceae|g__Thermotoga|s__Thermotoga_petrophila|t__SGB19175	t__SGB19175	s__Thermotoga_petrophila	Known SGB	200	186	0.93	924	0.005690904969036624	10.33244	11899	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae|g__Methanothermus|s__Methanothermus_fervidus|t__SGB722	t__SGB722	s__Methanothermus_fervidus	Known SGB	200	200	1.0	1717	0.00504872567573879	9.16649	6579	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Firmicutes|c__Bacillota_unclassified|o__Caldicellulosiruptorales|f__Caldicellulosiruptoraceae|g__Caldicellulosiruptor|s__Caldicellulosiruptor_changbaiensis|t__SGB8548	t__SGB8548	s__Caldicellulosiruptor_changbaiensis	Known SGB	200	184	0.92	888	0.004948053717287334	8.98371	15860	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_oralis|t__SGB720	t__SGB720	s__Methanobrevibacter_oralis	Known SGB	200	144	0.72	422	0.002677530286493419	4.86134	9272	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Pyrococcus|s__Pyrococcus_horikoshii|t__SGB896	t__SGB896	s__Pyrococcus_horikoshii	Known SGB	200	171	0.855	651	0.0024426747770017027	4.43493	5444	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Gemmatimonadota|c__Gemmatimonadia|o__Gemmatimonadales|f__Gemmatimonadaceae|g__Gemmatimonas|s__Gemmatimonas_aurantiaca|t__SGB17603	t__SGB17603	s__Gemmatimonas_aurantiaca	Known SGB	200	190	0.95	1226	0.002407636902697987	4.37132	13135	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Aquificota|c__Aquificia|o__Aquificales|f__Hydrogenothermaceae|g__Persephonella|s__Persephonella_marina|t__SGB19010	t__SGB19010	s__Persephonella_marina	Known SGB	200	138	0.69	438	0.001965565725186219	3.56869	6717	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Pseudomonadota|c__Betaproteobacteria|o__Nitrosomonadales|f__Nitrosomonadaceae|g__Nitrosomonas|s__Nitrosomonas_europaea|t__SGB13363	t__SGB13363	s__Nitrosomonas_europaea	Known SGB	144	92	0.6388888888888888	240	0.0019194010422632682	3.48487	9855	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Thermodesulfobacteriota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae|g__Desulfobulbus|s__Desulfobulbus_oralis|t__SGB8831	t__SGB8831	s__Desulfobulbus_oralis	Known SGB	200	123	0.615	321	0.00159736167385569	2.90018	8252	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Nanobdellota|c__Candidatus_Nanoarchaeia|o__Nanoarchaeales|f__Nanoarchaeaceae|g__Nanoarchaeum|s__Nanoarchaeum_equitans|t__SGB645	t__SGB645	s__Nanoarchaeum_equitans	Known SGB	200	133	0.665	429	0.0015927660613652677	2.89183	2030	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Firmicutes|c__Clostridia|o__Thermoanaerobacterales|f__Thermoanaerobacteraceae|g__Thermoanaerobacter|s__Thermoanaerobacter_thermohydrosulfuricus|t__SGB8563_group	t__SGB8563_group	s__Thermoanaerobacter_thermohydrosulfuricus	Known SGB	53	28	0.5283018867924528	95	0.0014836131717852058	2.69366	10003	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeovibrioides|t__SGB8461	t__SGB8461	s__Chlorobium_phaeovibrioides	Known SGB	200	119	0.595	289	0.0012969846915112748	2.35481	5633	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_gingivalis|t__SGB2057	t__SGB2057	s__Porphyromonas_gingivalis	Known SGB	85	41	0.4823529411764706	90	0.001049636479191153	1.90573	7210	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_limicola|t__SGB8451	t__SGB8451	s__Chlorobium_limicola	Known SGB	100	51	0.51	115	0.0009558932920505344	1.73552	8094	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_hospitalis|t__SGB912	t__SGB912	s__Ignicoccus_hospitalis	Known SGB	200	131	0.655	382	0.0009255279901176881	1.68039	2414	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chloroflexota|c__Chloroflexia|o__Herpetosiphonales|f__Herpetosiphonaceae|g__Herpetosiphon|s__Herpetosiphon_aurantiacus|t__SGB17736	t__SGB17736	s__Herpetosiphon_aurantiacus	Known SGB	200	84	0.42	216	0.0008055160311868297	1.4625	14827	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Planctomycetota|c__Planctomycetia|o__Pirellulales|f__Pirellulaceae|g__Rhodopirellula|s__Rhodopirellula_baltica|t__SGB3284	t__SGB3284	s__Rhodopirellula_baltica	Known SGB	200	93	0.465	178	0.0007225603744858903	1.31188	18304	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Halobacteria|o__Halobacteriales|f__Halobacteriaceae|g__Halobacterium|s__Halobacterium_salinarum|t__SGB257	t__SGB257	s__Halobacterium_salinarum	Known SGB	200	84	0.42	141	0.0006753345652967777	1.22614	6435	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Desulfurococcales|f__Desulfurococcaceae|g__Ignicoccus|s__Ignicoccus_islandicus|t__SGB913	t__SGB913	s__Ignicoccus_islandicus	Known SGB	200	105	0.525	277	0.0005484470466247478	0.99576	2153	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_maripaludis|t__SGB661	t__SGB661	s__Methanococcus_maripaludis	Known SGB	200	71	0.355	167	0.0004456615961638476	0.80915	5323	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Aquificota|c__Aquificia|o__Aquificales|f__Aquificaceae|g__Hydrogenobaculum|s__Hydrogenobaculum_sp_Y04AAS1|t__SGB101154	t__SGB101154	s__Hydrogenobaculum_sp_Y04AAS1	Known SGB	30	11	0.36666666666666664	23	0.00043251411281253384	0.78527	3618	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobium|s__Chlorobium_phaeobacteroides|t__SGB8453	t__SGB8453	s__Chlorobium_phaeobacteroides	Known SGB	200	94	0.47	230	0.0003562131737063707	0.64674	3551	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Alteromonadales|f__Shewanellaceae|g__Shewanella|s__Shewanella_baltica|t__SGB10320_group	t__SGB10320_group	s__Shewanella_baltica	Known SGB	200	64	0.32	109	0.0003361151220253043	0.61025	11807	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chlorobiota|c__Chlorobiia|o__Chlorobiales|f__Chlorobiaceae|g__Chlorobaculum|s__Chlorobaculum_tepidum|t__SGB8456	t__SGB8456	s__Chlorobaculum_tepidum	Known SGB	200	60	0.3	92	0.0003003016186200018	0.54523	5187	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Thermoproteota|c__Thermoprotei|o__Thermoproteales|f__Thermoproteaceae|g__Pyrobaculum|s__Pyrobaculum_calidifontis|t__SGB819	t__SGB819	s__Pyrobaculum_calidifontis	Known SGB	200	76	0.38	151	0.00029069835780594404	0.52779	2919	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Campylobacterota|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Wolinella|s__Wolinella_succinogenes|t__SGB19408	t__SGB19408	s__Wolinella_succinogenes	Known SGB	200	71	0.355	165	0.00023099084427539207	0.41939	2856	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Archaea|p__Methanobacteriota|c__Methanopyri|o__Methanopyrales|f__Methanopyraceae|g__Methanopyrus|s__Methanopyrus_kandleri|t__SGB644	t__SGB644	s__Methanopyrus_kandleri	Known SGB	200	45	0.225	76	6.487915938138804e-05	0.11779	3887	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Chloroflexota|c__Chloroflexia|o__Chloroflexales|f__Chloroflexaceae|g__Chloroflexus|s__Chloroflexus_aurantiacus|t__SGB17341	t__SGB17341	s__Chloroflexus_aurantiacus	Known SGB	200	46	0.23	80	5.282637857466467e-05	0.09591	9587	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
99991	k__Bacteria|p__Cyanobacteriota|c__Cyanophyceae|o__Nostocales|f__Nostocaceae|g__Trichormus|s__Trichormus_variabilis|t__SGB13464	t__SGB13464	s__Trichormus_variabilis	Known SGB	200	43	0.215	74	3.9690564455104396e-05	0.07206	21291	0.33	quasi_marker_disambiguation_not_detection_limit	23	85	12	28	SGB6011	0
