Sample	SGB	PrimaryRelativeAbundancePct	StrictRelativeAbundancePct	DeltaRelativeAbundancePctPoints	PrimaryCoveredFractionPct	StrictCoveredFractionPct	DeltaCoveredFractionPctPoints	PrimaryReadCount	StrictReadCount	ReadCountRetainedPct
MOCK1	SGB_019	2.8278458	2.77282	-0.055025800000000125	99.833536	99.814415	-0.01912099999999839	84589	83139	98.28582912671861
MOCK1	SGB_020	1.3177088	1.2623385	-0.05537029999999987	95.514214	94.993055	-0.5211589999999973	45400	43509	95.83480176211454
MOCK1	SGB_021	1.3742275	1.337369	-0.036858499999999905	95.86317	95.56769	-0.29547999999999774	162431	158343	97.48323903688335
MOCK1	SGB_022	2.875301	2.7802238	-0.09507719999999997	99.8624	99.83695999999999	-0.025440000000003238	230888	223504	96.80191261564049
MOCK1	SGB_023	7.900435	7.701956	-0.19847899999999985	99.96679	99.96325999999999	-0.0035300000000120235	230852	225519	97.68986190286417
MOCK1	SGB_024	9.683886	9.443997	-0.2398889999999998	99.987364	99.9846	-0.0027639999999991005	295811	289091	97.72827920530338
MOCK2	SGB_001	2.3827043	2.3004978	-0.08220649999999985	99.56053499999999	99.47062	-0.08991499999999064	106638	103124	96.7047393987134
MOCK2	SGB_002	3.0348976	2.9477801	-0.08711749999999974	99.78565	99.772334	-0.013316000000003214	136885	133246	97.34156408664207
MOCK2	SGB_003	1.6475351	1.6003058	-0.04722930000000014	97.76654	97.59742	-0.1691200000000066	57138	55623	97.3485246245931
MOCK2	SGB_004	1.8520417	1.7946175	-0.057424200000000036	98.80782	98.68255	-0.12527000000000044	60276	58525	97.09502953082487
MOCK2	SGB_005	1.9405011	1.8759143	-0.06458680000000006	98.91623	98.76239	-0.15384000000000242	87960	85181	96.8406093678945
MOCK2	SGB_006	1.6186742	1.480448	-0.13822620000000008	95.54007	94.730836	-0.8092340000000036	140975	129226	91.66589820890229
MOCK2	SGB_007	1.6587929	1.6144468	-0.04434609999999983	97.65671999999999	97.43274	-0.2239799999999974	182810	178326	97.54718013237787
MOCK2	SGB_008	0.8903032	0.87136364	-0.018939559999999966	87.451386	86.986864	-0.4645220000000023	13854	13594	98.12328569366248
MOCK2	SGB_009	0.7386704	0.7145928	-0.02407759999999992	82.225055	81.30703	-0.9180250000000001	13321	12913	96.93716687936342
MOCK2	SGB_010	7.42463	7.2573743	-0.16725569999999923	99.970657	99.96956	-0.001097000000001458	218381	214039	98.01173178985351
MOCK2	SGB_011	3.2242842	3.1382964	-0.08598779999999984	99.78818000000001	99.761814	-0.026366000000010104	106328	103768	97.59235572944098
MOCK2	SGB_012	1.378362	1.344789	-0.033573000000000075	95.23508000000001	94.946784	-0.28829600000001676	49735	48655	97.82849100231226
MOCK2	SGB_013	1.0253962	0.9778198	-0.047576400000000074	90.280247	89.470863	-0.8093840000000085	23189	22160	95.56255120962525
MOCK2	SGB_014	2.7584476	2.690666	-0.06778160000000044	99.80472	99.77832	-0.026400000000009527	90400	88410	97.79867256637168
MOCK2	SGB_015	0.85030365	0.8304342	-0.019869449999999955	86.13604000000001	85.6918	-0.44424000000000774	15698	15374	97.93604280800102
MOCK2	SGB_016	6.1029773	5.925354	-0.17762330000000048	99.94863000000001	99.945563	-0.003067000000001485	287678	280009	97.3341722342341
MOCK2	SGB_017	3.4898365	3.3987966	-0.09103990000000017	99.87926499999999	99.86653	-0.01273499999999217	127864	124846	97.63967965963836
MOCK2	SGB_018	1.3002081	1.2727596	-0.027448499999999987	91.972375	91.62968000000001	-0.342694999999992	9088	8923	98.18441901408451
MOCK2	SGB_019	2.7998137	2.7342427	-0.06557100000000027	99.833935	99.82064000000001	-0.01329499999998518	82937	81204	97.91046215802356
MOCK2	SGB_020	1.4196637	1.3551079	-0.06455580000000016	96.08256	95.58499499999999	-0.4975650000000087	48426	46254	95.51480609589889
MOCK2	SGB_021	1.413655	1.3705722	-0.04308280000000009	96.114904	95.80235	-0.31255399999999156	165519	160790	97.14292618974257
MOCK2	SGB_022	2.9863486	2.8796139	-0.10673470000000007	99.88307400000001	99.852294	-0.030780000000007135	237515	229339	96.55769109319411
MOCK2	SGB_023	8.001461	7.7674794	-0.2339816000000008	99.96767600000001	99.96685	-0.000826000000017757	231555	225302	97.29956165921703
MOCK2	SGB_024	9.929487	9.639556	-0.2899309999999993	99.98572999999999	99.984545	-0.001184999999992442	300433	292330	97.30289282468969
