community	medium	receiver	donor	compound	scs	mus	mps	smetana
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4dh_tpno_1glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4dh_tpno_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4hmdgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_dcf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_dcf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_kp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_kp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_levole_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_levole_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_meth_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_meth_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_propl_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_propl_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_trz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_trz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_vcz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4oh_vcz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_4ohmdz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_5oh_sulfp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_5oh_sulfp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_5ohfvs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_5ohfvsglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_6bhglz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_6bhglzglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_6ohfvs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_6ohfvsglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_7a_czp_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_7bhglz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_7bhglzglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_7oh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_7oh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_814dioh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_814dioh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_8oh_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_8oh_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_C02528_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_N_oh_phtn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_N_oh_phtn_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_6oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_6oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_7oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_7oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_8oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_R_8oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_S_4oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_S_4oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_S_6oh_warf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_S_6oh_warf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ac_amn_b_gly_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ac_amn_b_gly_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ac_e	0.0	0.07	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_acmp_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_acmp_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_acmpglu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ade_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_adn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_adocbl_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ala_L_e	0.0	0.13	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_alpz_4oh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_alpz_4oh_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_alpz_aoh_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_alpz_aoh_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am14_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am14_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am1ccs_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am1cglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am5_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am5_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am6_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_am6_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amio_c_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amio_c_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amio_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amio_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amn_b_gly_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amn_b_gly_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amntd_m6_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_amntd_m6_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_anzp_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_arab_L_e	0.0	0.13	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_arabttr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_arg_L_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_asn_L_e	0.0	0.09	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_asp_L_e	0.0	0.09	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_atvacid_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_atvacylgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_atvethgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_atvlac_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_atvlacgluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bhpm_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bhpm_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_355_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M10_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M12_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M14_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M15_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M16_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bilr_M7_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_brv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bsn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bsn_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_btn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_but_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bvu_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_bz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ca2_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_caribup_s_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_caribupglu_S_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cbl1_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cbl2_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cbz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cbz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cd2_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cd6168_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cd6168_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cellb_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_chlphncl_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_chlphncl_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cholate_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cl_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clcxb_c_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clcxb_c_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clcxb_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clcxb_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clobi_c_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_clobi_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_co2_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cobalt2_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cro4_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_crvsm1_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_crvsm23_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cu2_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cvm1gluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cvm23gluc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cys_L_e	0.0	0.63	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_cytd_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_czp_e	0.0	0.0	1	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_daa_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_daa_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dad_2_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dcf_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dcf_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dcyt_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ddea_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_ddea_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_des_astzl_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_des_astzl_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dextrin_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dfdcytd_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dfduri_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dgchol_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dgsn_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_digoxin_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_digoxin_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_din_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dlb_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dlb_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_5des_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_6des_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_m11_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_m12_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_m13_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_m14_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dnpz_m9_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_doh_etr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_doh_etr_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_doh_vcz_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_doh_vcz_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_duri_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dxo_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_dxo_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_efv_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_efv_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eltr_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eltr_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eltr_m3_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eltr_m4_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estradiol_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estradiolglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estriol_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estriolglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estrone_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_estroneglc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eztmb_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_eztmb_glc_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fe2_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fe3_e	0.0	1.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fol_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_for_e	0.0	0.01	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fru_e	0.0	0.0	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fum_e	0.0	0.18	0	0.0
all	western_diet_gut_anoxic_membership	Prevotella_copri	Alistipes_putredinis	M_fvs_e	0.0	0.0	0	0.0
