sample_id	id	species	abundance
MV_FEM1_t1Q14	Roseburia_inulinivorans	Roseburia inulinivorans	0.0035997
MV_FEM1_t1Q14	Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.0009111
MV_FEM1_t1Q14	Gemmiger_formicilis	Gemmiger formicilis	0.0005645
MV_FEM1_t1Q14	Dorea_longicatena	Dorea longicatena	0.0004662
MV_FEM1_t1Q14	Blautia_obeum	Blautia obeum	0.0006569999999999999
MV_FEM1_t1Q14	Methanobrevibacter_smithii	Methanobrevibacter smithii	0.0004414
MV_FEM1_t1Q14	Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	0.0016636
MV_FEM1_t1Q14	Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.0001064
MV_FEM1_t1Q14	Butyricimonas_virosa	Butyricimonas virosa	0.0003233
MV_FEM1_t1Q14	Eubacterium_hallii	Eubacterium hallii	9.02e-05
MV_FEM1_t1Q14	Eubacterium_ramulus	Eubacterium ramulus	2.2599999999999997e-05
MV_FEM1_t1Q14	Collinsella_aerofaciens	Collinsella aerofaciens	0.0044014
MV_FEM1_t1Q14	Flavonifractor_plautii	Flavonifractor plautii	0.001214
MV_FEM1_t1Q14	Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	0.035796299999999996
MV_FEM1_t1Q14	Acidaminococcus_intestini	Acidaminococcus intestini	0.0316428
MV_FEM1_t1Q14	Bacteroides_stercoris	Bacteroides stercoris	0.0078637
MV_FEM1_t1Q14	Roseburia_faecis	Roseburia faecis	0.0043890000000000005
MV_FEM1_t1Q14	Barnesiella_intestinihominis	Barnesiella intestinihominis	0.001918
MV_FEM1_t1Q14	Bacteroides_finegoldii	Bacteroides finegoldii	0.0014668
MV_FEM1_t1Q14	Parabacteroides_distasonis	Parabacteroides distasonis	0.0014574000000000002
MV_FEM1_t1Q14	Paraprevotella_xylaniphila	Paraprevotella xylaniphila	0.0014021
MV_FEM1_t1Q14	Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	0.0006814000000000001
MV_FEM1_t1Q14	Bacteroides_massiliensis	Bacteroides massiliensis	0.0006138
MV_FEM1_t1Q14	Blastocystis_sp_subtype_1	Blastocystis sp subtype 1	0.0005645
MV_FEM1_t1Q14	Ruminococcus_torques	Ruminococcus torques	0.0002861
MV_FEM1_t1Q14	Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.0001887
MV_FEM1_t1Q14	Butyricimonas_synergistica	Butyricimonas synergistica	0.00018020000000000002
MV_FEM1_t1Q14	Paraprevotella_clara	Paraprevotella clara	0.00011429999999999999
MV_FEM1_t1Q14	Dorea_formicigenerans	Dorea formicigenerans	9.27e-05
MV_FEM1_t1Q14	Lachnospira_pectinoschiza	Lachnospira pectinoschiza	8.149999999999999e-05
MV_FEM1_t1Q14	Prevotella_sp_CAG_1185	Prevotella sp CAG 1185	5.25e-05
MV_FEM1_t1Q14	Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	2.3999999999999997e-05
MV_FEM1_t1Q14	Alistipes_onderdonkii	Alistipes onderdonkii	1.27e-05
MV_FEM1_t1Q14	Coprobacter_fastidiosus	Coprobacter fastidiosus	8.2e-06
MV_FEM1_t1Q14	Victivallis_vadensis	Victivallis vadensis	5.9e-06
MV_FEM2_t1Q14	Escherichia_coli	Escherichia coli	0.011142099999999999
MV_FEM2_t1Q14	Bifidobacterium_bifidum	Bifidobacterium bifidum	0.0003872
MV_FEM2_t1Q14	Bifidobacterium_longum	Bifidobacterium longum	0.0049039
MV_FEM2_t1Q14	Veillonella_parvula	Veillonella parvula	3.17e-05
MV_FEM2_t1Q14	Streptococcus_salivarius	Streptococcus salivarius	0.00010120000000000001
MV_FEM2_t1Q14	Streptococcus_parasanguinis	Streptococcus parasanguinis	7.64e-05
MV_FEM2_t1Q14	Haemophilus_parainfluenzae	Haemophilus parainfluenzae	0.0009142
MV_FEM2_t1Q14	Bacteroides_vulgatus	Bacteroides vulgatus	0.1057606
MV_FEM2_t1Q14	Alistipes_finegoldii	Alistipes finegoldii	0.0066993
MV_FEM2_t1Q14	Alistipes_putredinis	Alistipes putredinis	0.050730399999999995
MV_FEM2_t1Q14	Bacteroides_uniformis	Bacteroides uniformis	0.037740300000000004
MV_FEM2_t1Q14	Bacteroides_dorei	Bacteroides dorei	0.0152364
MV_FEM2_t1Q14	Parabacteroides_merdae	Parabacteroides merdae	0.01381
MV_FEM2_t1Q14	Bacteroides_plebeius	Bacteroides plebeius	0.027858
MV_FEM2_t1Q14	Bacteroides_caccae	Bacteroides caccae	0.0175434
MV_FEM2_t1Q14	Ruminococcus_bromii	Ruminococcus bromii	0.025847799999999997
MV_FEM2_t1Q14	Odoribacter_splanchnicus	Odoribacter splanchnicus	0.0116794
MV_FEM2_t1Q14	Eubacterium_rectale	Eubacterium rectale	0.0092445
MV_FEM2_t1Q14	Roseburia_hominis	Roseburia hominis	0.0096033
MV_FEM2_t1Q14	Bacteroides_ovatus	Bacteroides ovatus	0.0044411
MV_FEM2_t1Q14	Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	0.0585533
MV_FEM2_t1Q14	Akkermansia_muciniphila	Akkermansia muciniphila	0.00039789999999999997
MV_FEM2_t1Q14	Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	0.0104387
MV_FEM2_t1Q14	Alistipes_inops	Alistipes inops	0.0250954
MV_FEM2_t1Q14	Alistipes_shahii	Alistipes shahii	0.0028614
MV_FEM2_t1Q14	Bacteroides_eggerthii	Bacteroides eggerthii	0.0065103
MV_FEM2_t1Q14	Coprococcus_eutactus	Coprococcus eutactus	0.050259200000000004
MV_FEM2_t1Q14	Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.0149966
MV_FEM2_t1Q14	Coprobacter_secundus	Coprobacter secundus	0.0003145
MV_FEM2_t1Q14	Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	0.0015859000000000001
MV_FEM2_t1Q14	Roseburia_sp_CAG_182	Roseburia sp CAG 182	0.0001116
MV_FEM2_t1Q14	Eubacterium_eligens	Eubacterium eligens	0.0460025
MV_FEM2_t1Q14	Firmicutes_bacterium_CAG_95	Firmicutes bacterium CAG 95	0.0014727000000000002
MV_FEM2_t1Q14	Eubacterium_ventriosum	Eubacterium ventriosum	0.009494599999999999
MV_FEM2_t1Q14	Coprococcus_comes	Coprococcus comes	0.000829
MV_FEM2_t1Q14	Bifidobacterium_adolescentis	Bifidobacterium adolescentis	0.0058305
MV_FEM2_t1Q14	Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.007773400000000001
MV_FEM2_t1Q14	Alistipes_indistinctus	Alistipes indistinctus	0.001414
MV_FEM2_t1Q14	Roseburia_inulinivorans	Roseburia inulinivorans	0.004253
MV_FEM2_t1Q14	Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.004941999999999999
MV_FEM2_t1Q14	Gemmiger_formicilis	Gemmiger formicilis	0.0006305
MV_FEM2_t1Q14	Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	0.0001995
MV_FEM2_t1Q14	Clostridium_sp_CAG_58	Clostridium sp CAG 58	0.0002994
MV_FEM2_t1Q14	Dorea_longicatena	Dorea longicatena	0.005160400000000001
MV_FEM2_t1Q14	Clostridium_sp_CAG_167	Clostridium sp CAG 167	0.013589
MV_FEM2_t1Q14	Methanobrevibacter_smithii	Methanobrevibacter smithii	0.1665524
MV_FEM2_t1Q14	Intestinimonas_butyriciproducens	Intestinimonas butyriciproducens	4.54e-05
MV_FEM2_t1Q14	Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.0012295000000000001
MV_FEM2_t1Q14	Alistipes_timonensis	Alistipes timonensis	0.0003004
MV_FEM2_t1Q14	Eubacterium_siraeum	Eubacterium siraeum	0.007385399999999999
MV_FEM2_t1Q14	Butyricimonas_virosa	Butyricimonas virosa	0.0051118
MV_FEM2_t1Q14	Blautia_wexlerae	Blautia wexlerae	0.0004213
MV_FEM2_t1Q14	Anaerostipes_hadrus	Anaerostipes hadrus	0.0014158
MV_FEM2_t1Q14	Eubacterium_hallii	Eubacterium hallii	5.46e-05
MV_FEM2_t1Q14	Ruminococcus_bicirculans	Ruminococcus bicirculans	0.0037684
MV_FEM2_t1Q14	Eubacterium_ramulus	Eubacterium ramulus	0.0001308
MV_FEM2_t1Q14	Collinsella_aerofaciens	Collinsella aerofaciens	0.006337199999999999
MV_FEM2_t1Q14	Bacteroides_stercoris	Bacteroides stercoris	0.0094791
MV_FEM2_t1Q14	Roseburia_faecis	Roseburia faecis	0.0065275
MV_FEM2_t1Q14	Barnesiella_intestinihominis	Barnesiella intestinihominis	0.0109037
MV_FEM2_t1Q14	Parabacteroides_distasonis	Parabacteroides distasonis	0.0087183
MV_FEM2_t1Q14	Paraprevotella_xylaniphila	Paraprevotella xylaniphila	0.0038385999999999997
MV_FEM2_t1Q14	Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	0.0038385999999999997
MV_FEM2_t1Q14	Bacteroides_massiliensis	Bacteroides massiliensis	0.0017338999999999998
MV_FEM2_t1Q14	Ruminococcus_torques	Ruminococcus torques	0.00020979999999999998
MV_FEM2_t1Q14	Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.0013407
MV_FEM2_t1Q14	Butyricimonas_synergistica	Butyricimonas synergistica	0.001887
MV_FEM2_t1Q14	Dorea_formicigenerans	Dorea formicigenerans	2.29e-05
MV_FEM2_t1Q14	Lachnospira_pectinoschiza	Lachnospira pectinoschiza	0.0051571
MV_FEM2_t1Q14	Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	0.013926099999999999
MV_FEM2_t1Q14	Alistipes_onderdonkii	Alistipes onderdonkii	0.0005729
MV_FEM2_t1Q14	Coprobacter_fastidiosus	Coprobacter fastidiosus	0.0002418
MV_FEM2_t1Q14	Phascolarctobacterium_faecium	Phascolarctobacterium faecium	0.0231785
MV_FEM2_t1Q14	Clostridium_sp_CAG_413	Clostridium sp CAG 413	0.022141
MV_FEM2_t1Q14	Bacteroides_coprocola	Bacteroides coprocola	0.019264
MV_FEM2_t1Q14	Firmicutes_bacterium_CAG_238	Firmicutes bacterium CAG 238	0.0189649
MV_FEM2_t1Q14	Bacteroides_fragilis	Bacteroides fragilis	0.0086657
MV_FEM2_t1Q14	Phascolarctobacterium_sp_CAG_266	Phascolarctobacterium sp CAG 266	0.0067843
MV_FEM2_t1Q14	Desulfovibrio_piger	Desulfovibrio piger	0.006077099999999999
MV_FEM2_t1Q14	Monoglobus_pectinilyticus	Monoglobus pectinilyticus	0.0012588
MV_FEM2_t1Q14	Firmicutes_bacterium_CAG_170	Firmicutes bacterium CAG 170	0.0012225
MV_FEM2_t1Q14	Allisonella_histaminiformans	Allisonella histaminiformans	0.0008798
MV_FEM2_t1Q14	Lactobacillus_rogosae	Lactobacillus rogosae	0.0008577999999999999
MV_FEM2_t1Q14	Roseburia_sp_CAG_309	Roseburia sp CAG 309	0.0006728000000000001
MV_FEM2_t1Q14	Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.0005605
MV_FEM2_t1Q14	Bacteroides_cellulosilyticus	Bacteroides cellulosilyticus	0.0003521
MV_FEM2_t1Q14	Sanguibacteroides_justesenii	Sanguibacteroides justesenii	0.0003387
MV_FEM2_t1Q14	Desulfovibrionaceae_bacterium	Desulfovibrionaceae bacterium	0.0002353
MV_FEM2_t1Q14	Coprococcus_catus	Coprococcus catus	0.0001684
MV_FEM2_t1Q14	Pseudoflavonifractor_sp_An184	Pseudoflavonifractor sp An184	1.3899999999999999e-05
MV_FEM3_t1Q14	Escherichia_coli	Escherichia coli	0.0029909999999999997
MV_FEM3_t1Q14	Veillonella_atypica	Veillonella atypica	1.4e-05
MV_FEM3_t1Q14	Streptococcus_salivarius	Streptococcus salivarius	0.0013593
MV_FEM3_t1Q14	Streptococcus_parasanguinis	Streptococcus parasanguinis	0.0003571
MV_FEM3_t1Q14	Clostridium_leptum	Clostridium leptum	0.0014460999999999999
MV_FEM3_t1Q14	Streptococcus_mitis	Streptococcus mitis	8.750000000000001e-05
MV_FEM3_t1Q14	Haemophilus_parainfluenzae	Haemophilus parainfluenzae	6.440000000000001e-05
MV_FEM3_t1Q14	Haemophilus_sp_HMSC71H05	Haemophilus sp HMSC71H05	9.429999999999999e-05
MV_FEM3_t1Q14	Bacteroides_vulgatus	Bacteroides vulgatus	0.1736066
MV_FEM3_t1Q14	Eggerthella_lenta	Eggerthella lenta	5.66e-05
MV_FEM3_t1Q14	Gordonibacter_pamelaeae	Gordonibacter pamelaeae	5.999999999999999e-06
MV_FEM3_t1Q14	Alistipes_finegoldii	Alistipes finegoldii	0.0026148
MV_FEM3_t1Q14	Bacteroides_uniformis	Bacteroides uniformis	0.2195223
MV_FEM3_t1Q14	Bacteroides_dorei	Bacteroides dorei	0.089977
MV_FEM3_t1Q14	Parabacteroides_merdae	Parabacteroides merdae	0.0960298
MV_FEM3_t1Q14	Bacteroides_intestinalis	Bacteroides intestinalis	0.0048558
MV_FEM3_t1Q14	Bacteroides_caccae	Bacteroides caccae	0.0019017
MV_FEM3_t1Q14	Ruminococcus_bromii	Ruminococcus bromii	0.0189601
MV_FEM3_t1Q14	Odoribacter_splanchnicus	Odoribacter splanchnicus	0.0105061
MV_FEM3_t1Q14	Eubacterium_rectale	Eubacterium rectale	0.003806
MV_FEM3_t1Q14	Roseburia_hominis	Roseburia hominis	0.0009607999999999999
MV_FEM3_t1Q14	Bacteroides_ovatus	Bacteroides ovatus	0.0025196000000000003
MV_FEM3_t1Q14	Holdemanella_biformis	Holdemanella biformis	0.0002162
MV_FEM3_t1Q14	Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	0.007300299999999999
MV_FEM3_t1Q14	Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	0.0006726999999999999
MV_FEM3_t1Q14	Alistipes_shahii	Alistipes shahii	0.0184503
MV_FEM3_t1Q14	Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.0009363
MV_FEM3_t1Q14	Coprobacter_secundus	Coprobacter secundus	0.0007415
MV_FEM3_t1Q14	Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	0.0110402
MV_FEM3_t1Q14	Roseburia_intestinalis	Roseburia intestinalis	0.0016261000000000001
MV_FEM3_t1Q14	Roseburia_sp_CAG_182	Roseburia sp CAG 182	0.0003502
MV_FEM3_t1Q14	Firmicutes_bacterium_CAG_110	Firmicutes bacterium CAG 110	0.000496
MV_FEM3_t1Q14	Eubacterium_eligens	Eubacterium eligens	0.0012608
MV_FEM3_t1Q14	Streptococcus_thermophilus	Streptococcus thermophilus	0.0019428000000000002
MV_FEM3_t1Q14	Eubacterium_ventriosum	Eubacterium ventriosum	7.82e-05
MV_FEM3_t1Q14	Coprococcus_comes	Coprococcus comes	0.0043935
MV_FEM3_t1Q14	Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.0030701
MV_FEM3_t1Q14	Roseburia_inulinivorans	Roseburia inulinivorans	0.0002937
MV_FEM3_t1Q14	Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.0022088
MV_FEM3_t1Q14	Gemmiger_formicilis	Gemmiger formicilis	0.0009096999999999999
MV_FEM3_t1Q14	Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	5.72e-05
MV_FEM3_t1Q14	Dorea_longicatena	Dorea longicatena	0.004111
MV_FEM3_t1Q14	Blautia_obeum	Blautia obeum	0.0016191
MV_FEM3_t1Q14	Methanobrevibacter_smithii	Methanobrevibacter smithii	0.0849171
MV_FEM3_t1Q14	Anaeromassilibacillus_sp_An250	Anaeromassilibacillus sp An250	0.0093008
MV_FEM3_t1Q14	Bacteroides_xylanisolvens	Bacteroides xylanisolvens	0.0073844
MV_FEM3_t1Q14	Alistipes_timonensis	Alistipes timonensis	0.00040120000000000005
MV_FEM3_t1Q14	Asaccharobacter_celatus	Asaccharobacter celatus	0.000545
MV_FEM3_t1Q14	Adlercreutzia_equolifaciens	Adlercreutzia equolifaciens	0.0006617000000000001
MV_FEM3_t1Q14	Eubacterium_siraeum	Eubacterium siraeum	0.04833319999999999
MV_FEM3_t1Q14	Butyricimonas_virosa	Butyricimonas virosa	0.0085865
MV_FEM3_t1Q14	Blautia_wexlerae	Blautia wexlerae	0.00019820000000000002
MV_FEM3_t1Q14	Anaerostipes_hadrus	Anaerostipes hadrus	0.0070785
MV_FEM3_t1Q14	Eubacterium_hallii	Eubacterium hallii	0.0002393
MV_FEM3_t1Q14	Collinsella_aerofaciens	Collinsella aerofaciens	0.0132158
MV_FEM3_t1Q14	Flavonifractor_plautii	Flavonifractor plautii	0.0051974
MV_FEM3_t1Q14	Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	0.0020061000000000002
MV_FEM3_t1Q14	Barnesiella_intestinihominis	Barnesiella intestinihominis	0.0523623
MV_FEM3_t1Q14	Parabacteroides_distasonis	Parabacteroides distasonis	0.0075031
MV_FEM3_t1Q14	Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	0.0131542
MV_FEM3_t1Q14	Ruminococcus_torques	Ruminococcus torques	0.0015538
MV_FEM3_t1Q14	Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.0008806
MV_FEM3_t1Q14	Butyricimonas_synergistica	Butyricimonas synergistica	3.47e-05
MV_FEM3_t1Q14	Dorea_formicigenerans	Dorea formicigenerans	0.00039820000000000003
MV_FEM3_t1Q14	Bacteroides_sp_CAG_144	Bacteroides sp CAG 144	0.0009972
MV_FEM3_t1Q14	Victivallis_vadensis	Victivallis vadensis	5.32e-05
MV_FEM3_t1Q14	Firmicutes_bacterium_CAG_238	Firmicutes bacterium CAG 238	0.00022859999999999997
MV_FEM3_t1Q14	Roseburia_sp_CAG_309	Roseburia sp CAG 309	5.2900000000000005e-05
MV_FEM3_t1Q14	Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.0306997
MV_FEM3_t1Q14	Sanguibacteroides_justesenii	Sanguibacteroides justesenii	0.000834
MV_FEM3_t1Q14	Desulfovibrionaceae_bacterium	Desulfovibrionaceae bacterium	0.0002063
MV_FEM3_t1Q14	Coprococcus_catus	Coprococcus catus	0.0010134
MV_FEM3_t1Q14	Prevotella_sp_CAG_5226	Prevotella sp CAG 5226	0.0030542000000000004
MV_FEM3_t1Q14	Prevotella_timonensis	Prevotella timonensis	0.0015731
MV_FEM3_t1Q14	Campylobacter_hominis	Campylobacter hominis	0.0012764
MV_FEM3_t1Q14	Clostridium_citroniae	Clostridium citroniae	0.0004664
MV_FEM3_t1Q14	Eisenbergiella_tayi	Eisenbergiella tayi	0.0004284
MV_FEM3_t1Q14	Lactobacillus_curvatus	Lactobacillus curvatus	0.00033140000000000003
MV_FEM3_t1Q14	Clostridium_asparagiforme	Clostridium asparagiforme	0.0002479
MV_FEM3_t1Q14	Parvimonas_micra	Parvimonas micra	0.0002362
MV_FEM3_t1Q14	Porphyromonas_asaccharolytica	Porphyromonas asaccharolytica	0.0001959
MV_FEM3_t1Q14	Coprobacillus_cateniformis	Coprobacillus cateniformis	0.0001721
MV_FEM3_t1Q14	Prevotella_buccalis	Prevotella buccalis	0.00016729999999999997
MV_FEM3_t1Q14	Bacteroides_nordii	Bacteroides nordii	0.0001629
MV_FEM3_t1Q14	Clostridium_bolteae	Clostridium bolteae	3.79e-05
MV_FEM3_t1Q14	Streptococcus_milleri	Streptococcus milleri	2.97e-05
MV_FEM4_t1Q14	Escherichia_coli	Escherichia coli	0.0012317
MV_FEM4_t1Q14	Bifidobacterium_bifidum	Bifidobacterium bifidum	0.0015731999999999999
MV_FEM4_t1Q14	Bifidobacterium_longum	Bifidobacterium longum	0.0029871
MV_FEM4_t1Q14	Bifidobacterium_breve	Bifidobacterium breve	0.0031344
MV_FEM4_t1Q14	Veillonella_parvula	Veillonella parvula	0.0059644
MV_FEM4_t1Q14	Streptococcus_salivarius	Streptococcus salivarius	9.58e-05
MV_FEM4_t1Q14	Bacteroides_vulgatus	Bacteroides vulgatus	0.27439589999999997
MV_FEM4_t1Q14	Bifidobacterium_pseudocatenulatum	Bifidobacterium pseudocatenulatum	0.0057301
MV_FEM4_t1Q14	Prevotella_copri	Prevotella copri	0.45897089999999996
MV_FEM4_t1Q14	Bacteroides_uniformis	Bacteroides uniformis	0.010201
MV_FEM4_t1Q14	Bacteroides_dorei	Bacteroides dorei	0.0331571
MV_FEM4_t1Q14	Parabacteroides_merdae	Parabacteroides merdae	0.010627
MV_FEM4_t1Q14	Odoribacter_splanchnicus	Odoribacter splanchnicus	8.19e-05
MV_FEM4_t1Q14	Eubacterium_rectale	Eubacterium rectale	0.0099869
MV_FEM4_t1Q14	Parasutterella_excrementihominis	Parasutterella excrementihominis	0.0039567000000000005
MV_FEM4_t1Q14	Roseburia_hominis	Roseburia hominis	0.0003504
MV_FEM4_t1Q14	Bacteroides_ovatus	Bacteroides ovatus	0.0034663
MV_FEM4_t1Q14	Faecalibacterium_prausnitzii	Faecalibacterium prausnitzii	0.0250178
MV_FEM4_t1Q14	Alistipes_shahii	Alistipes shahii	0.0003584
MV_FEM4_t1Q14	Bacteroides_eggerthii	Bacteroides eggerthii	2e-05
MV_FEM4_t1Q14	Oscillibacter_sp_57_20	Oscillibacter sp 57 20	0.0008896999999999999
MV_FEM4_t1Q14	Coprobacter_secundus	Coprobacter secundus	0.0003794
MV_FEM4_t1Q14	Ruthenibacterium_lactatiformans	Ruthenibacterium lactatiformans	0.0005655
MV_FEM4_t1Q14	Eubacterium_eligens	Eubacterium eligens	0.0053684
MV_FEM4_t1Q14	Streptococcus_thermophilus	Streptococcus thermophilus	0.0014014
MV_FEM4_t1Q14	Eubacterium_ventriosum	Eubacterium ventriosum	0.0004465
MV_FEM4_t1Q14	Coprococcus_comes	Coprococcus comes	0.0006186
MV_FEM4_t1Q14	Bifidobacterium_adolescentis	Bifidobacterium adolescentis	0.0004113
MV_FEM4_t1Q14	Oscillibacter_sp_CAG_241	Oscillibacter sp CAG 241	0.0002246
MV_FEM4_t1Q14	Turicimonas_muris	Turicimonas muris	4.25e-05
MV_FEM4_t1Q14	Proteobacteria_bacterium_CAG_139	Proteobacteria bacterium CAG 139	0.0001773
MV_FEM4_t1Q14	Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	0.0001304
MV_FEM4_t1Q14	Dorea_longicatena	Dorea longicatena	1.1299999999999999e-05
MV_FEM4_t1Q14	Bacteroides_xylanisolvens	Bacteroides xylanisolvens	7.219999999999999e-05
MV_FEM4_t1Q14	Anaerostipes_hadrus	Anaerostipes hadrus	1.55e-05
MV_FEM4_t1Q14	Collinsella_aerofaciens	Collinsella aerofaciens	0.0007915
MV_FEM4_t1Q14	Flavonifractor_plautii	Flavonifractor plautii	0.0014779
MV_FEM4_t1Q14	Bacteroides_stercoris	Bacteroides stercoris	0.0398822
MV_FEM4_t1Q14	Barnesiella_intestinihominis	Barnesiella intestinihominis	2.49e-05
MV_FEM4_t1Q14	Bacteroides_finegoldii	Bacteroides finegoldii	0.0002838
MV_FEM4_t1Q14	Parabacteroides_distasonis	Parabacteroides distasonis	0.0039147999999999995
MV_FEM4_t1Q14	Paraprevotella_xylaniphila	Paraprevotella xylaniphila	0.0091126
MV_FEM4_t1Q14	Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	9.71e-05
MV_FEM4_t1Q14	Ruminococcus_torques	Ruminococcus torques	0.0029425000000000002
MV_FEM4_t1Q14	Agathobaculum_butyriciproducens	Agathobaculum butyriciproducens	0.0005274
MV_FEM4_t1Q14	Dorea_formicigenerans	Dorea formicigenerans	0.0007016
MV_FEM4_t1Q14	Phascolarctobacterium_faecium	Phascolarctobacterium faecium	0.0124552
MV_FEM4_t1Q14	Bacteroides_fragilis	Bacteroides fragilis	0.0092567
MV_FEM4_t1Q14	Firmicutes_bacterium_CAG_83	Firmicutes bacterium CAG 83	0.0013062000000000002
MV_FEM4_t1Q14	Bacteroides_nordii	Bacteroides nordii	0.0001105
MV_FEM4_t1Q14	Bacteroides_faecis	Bacteroides faecis	0.0332186
MV_FEM4_t1Q14	Bacteroides_faecis_CAG_32	Bacteroides faecis CAG 32	0.0203675
MV_FEM4_t1Q14	Escherichia_marmotae	Escherichia marmotae	0.0010247000000000001
MV_FEM4_t1Q14	Megamonas_funiformis	Megamonas funiformis	0.00013769999999999999
MV_FEM4_t1Q14	Megamonas_hypermegale	Megamonas hypermegale	0.0001286
MV_FEM4_t1Q14	Lactobacillus_johnsonii	Lactobacillus johnsonii	8.59e-05
MV_FEM4_t1Q14	Megasphaera_stantonii	Megasphaera stantonii	7.55e-05
MV_FEM5_t1Q14	Escherichia_coli	Escherichia coli	0.0002327
MV_FEM5_t1Q14	Bifidobacterium_longum	Bifidobacterium longum	0.0032257999999999996
MV_FEM5_t1Q14	Enterococcus_faecalis	Enterococcus faecalis	0.0001651
MV_FEM5_t1Q14	Streptococcus_salivarius	Streptococcus salivarius	0.0001443
MV_FEM5_t1Q14	Enterococcus_faecium	Enterococcus faecium	0.0011799
MV_FEM5_t1Q14	Clostridium_leptum	Clostridium leptum	0.0021214
