taxon	sample_id	tolerance	reaction	flux	abundance	metabolite	direction
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_1hibupglu_S(e)	-0.0001998344892284	0.0043176486336207	1hibupglu_S[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_2oh_cbz(e)	1799.347582677526	0.0043176486336207	2oh_cbz[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_2oh_mtz(e)	-0.0157805165970172	0.0043176486336207	2oh_mtz[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_3meacmp(e)	0.0030222044997506	0.0043176486336207	3meacmp[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_3oh_dlor_glc(e)	1066.3113739801995	0.0043176486336207	3oh_dlor_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_3oh_mdea_glc(e)	130.68937954050168	0.0043176486336207	3oh_mdea_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_3oh_mxn_glc(e)	-30768.01783666193	0.0043176486336207	3oh_mxn_glc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_4dh_tpno(e)	-0.0001272733723427	0.0043176486336207	4dh_tpno[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_4hmdgluc(e)	-0.0030926840566645	0.0043176486336207	4hmdgluc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_4oh_propl(e)	-0.0001421064663036	0.0043176486336207	4oh_propl[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_4oh_trz(e)	-128.24540585112857	0.0043176486336207	4oh_trz[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_5ohfvs(e)	3362.710959775336	0.0043176486336207	5ohfvs[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_7a_czp(e)	0.0006455275655456	0.0043176486336207	7a_czp[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_R_8oh_warf_glc(e)	0.0553160340920564	0.0043176486336207	R_8oh_warf_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_acnam(e)	-0.0237626897491458	0.0043176486336207	acnam[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_adocbl(e)	1590.3289635760557	0.0043176486336207	adocbl[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_amio(e)	-0.1	0.0043176486336207	amio[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_amntd_m6(e)	-0.0089893648646828	0.0043176486336207	amntd_m6[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_arab_L(e)	0.0837885898388894	0.0043176486336207	arab_L[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_atvlac(e)	-4288.679099601155	0.0043176486336207	atvlac[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_brv(e)	0.0006429849158294	0.0043176486336207	brv[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_clcxb(e)	-155.19839787939716	0.0043176486336207	clcxb[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_core6(e)	-0.0166732315529014	0.0043176486336207	core6[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_crvsm1(e)	-1.224489657662595e-05	0.0043176486336207	crvsm1[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_cytd(e)	-7628.385166387849	0.0043176486336207	cytd[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_daa_glc(e)	-0.004170046353643	0.0043176486336207	daa_glc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_dchac(e)	-0.0003214924579147	0.0043176486336207	dchac[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_ddea(e)	2182.5181160431835	0.0043176486336207	ddea[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_dnpz_5des(e)	-9.781203068745544e-05	0.0043176486336207	dnpz_5des[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_dsT_antigen(e)	0.0001023340003141	0.0043176486336207	dsT_antigen[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_efv_glc(e)	-0.0023313796172555	0.0043176486336207	efv_glc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_eltr(e)	0.329092763528867	0.0043176486336207	eltr[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_fuc_L(e)	0.001547716734556	0.0043176486336207	fuc_L[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_fvsgluc(e)	-2327.370547290743	0.0043176486336207	fvsgluc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_gal(e)	-0.0001572250350169	0.0043176486336207	gal[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_glytyr(e)	1196.6648283976865	0.0043176486336207	glytyr[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_gmfl_glc(e)	0.0010242615751894	0.0043176486336207	gmfl_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_gmfl_mI(e)	-0.0327815005707924	0.0043176486336207	gmfl_mI[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_h2(e)	0.0001330814764204	0.0043176486336207	h2[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_ha_deg1(e)	6.250802091386053e-05	0.0043176486336207	ha_deg1[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_hst_37_diglc(e)	0.0003330573371589	0.0043176486336207	hst_37_diglc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_ins(e)	-0.1469768290167403	0.0043176486336207	ins[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_lcts(e)	-2.2407873139322785	0.0043176486336207	lcts[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_malt(e)	-0.0570085306217134	0.0043176486336207	malt[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_mantr(e)	0.0004336586855264	0.0043176486336207	mantr[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_mn2(e)	0.0001268499938096	0.0043176486336207	mn2[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_nac(e)	0.0002975124984668	0.0043176486336207	nac[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_nverp_glc(e)	-1189.079544791146	0.0043176486336207	nverp_glc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_odsm_egltmn_glc(e)	1.888653832273896e-05	0.0043176486336207	odsm_egltmn_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_oh_etr(e)	-28251.5713187098	0.0043176486336207	oh_etr[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_pect(e)	-0.1834055470819162	0.0043176486336207	pect[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_prob_glc(e)	-18.201114100441828	0.0043176486336207	prob_glc[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_pvs(e)	-0.0020277100946924	0.0043176486336207	pvs[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_r406_glc(e)	0.0001507808644912	0.0043176486336207	r406_glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_rpn_104557(e)	-4.5189497298493553e-05	0.0043176486336207	rpn_104557[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_ser_L(e)	-0.0067501970405219	0.0043176486336207	ser_L[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_srv(e)	0.0002374763073324	0.0043176486336207	srv[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_taur(e)	0.0009262132886178	0.0043176486336207	taur[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_tlf_a_m5a(e)	7.329448539757956e-05	0.0043176486336207	tlf_a_m5a[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_tlms(e)	3540.965256864264	0.0043176486336207	tlms[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_tpno_4glc(e)	1.3290713884418688	0.0043176486336207	tpno_4glc[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_trp_L(e)	9.091890429319024e-05	0.0043176486336207	trp_L[e]	export
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_urea(e)	-0.0019470951897297	0.0043176486336207	urea[e]	import
Bacteroides_caccae	MV_FEM1_t1Q14	1e-06	EX_zn2(e)	0.0253520917090663	0.0043176486336207	zn2[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_3hibup_S(e)	-466.7120060738209	0.001488571398706	3hibup_S[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_4dh_tpno(e)	-0.00037107345889	0.001488571398706	4dh_tpno[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_6bhglz(e)	-0.0003762709227838	0.001488571398706	6bhglz[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_R_6oh_warf_glc(e)	-0.0001906983692475	0.001488571398706	R_6oh_warf_glc[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_R_8oh_warf_glc(e)	-1599.4521386034492	0.001488571398706	R_8oh_warf_glc[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_S_4oh_warf(e)	-4288.67540520853	0.001488571398706	S_4oh_warf[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_ac_amn_b_gly(e)	-0.001547716734556	0.001488571398706	ac_amn_b_gly[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_amio_glc(e)	-1.8452482900306943e-05	0.001488571398706	amio_glc[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_asp_L(e)	1.1321641274703094e-05	0.001488571398706	asp_L[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_bilr_M7(e)	-0.0361785297078074	0.001488571398706	bilr_M7[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_ca2(e)	0.0056970678805708	0.001488571398706	ca2[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_caribupglu_S(e)	0.0024002133747857	0.001488571398706	caribupglu_S[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_cholate(e)	-5.052171181819247	0.001488571398706	cholate[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_clobi_c(e)	1.2242292277795786e-05	0.001488571398706	clobi_c[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_cvm1gluc(e)	203.77492727293185	0.001488571398706	cvm1gluc[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_des_astzl_glc(e)	-0.0094189475493356	0.001488571398706	des_astzl_glc[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_dfdcytd(e)	-0.0010288726704226	0.001488571398706	dfdcytd[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_digoxin(e)	-0.0084760108101284	0.001488571398706	digoxin[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_dma(e)	2.217837166168741e-06	0.001488571398706	dma[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_dnpz_m14(e)	2.217837166168741e-06	0.001488571398706	dnpz_m14[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_doh_vcz_glc(e)	0.0002043089177661	0.001488571398706	doh_vcz_glc[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_dxo(e)	-1.6673549041514236e-05	0.001488571398706	dxo[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_efv(e)	-0.006552061462169	0.001488571398706	efv[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_estrone(e)	-1.5549418952704384	0.001488571398706	estrone[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_eztmb_glc(e)	-3.109883790540877	0.001488571398706	eztmb_glc[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_fvs(e)	0.0084759407014862	0.001488571398706	fvs[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_gbbtn(e)	-16831.33932241926	0.001488571398706	gbbtn[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_glc3meacp(e)	2.7578530470777816	0.001488571398706	glc3meacp[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_glycys(e)	0.0006429849158294	0.001488571398706	glycys[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_glyleu(e)	6596.249728652569	0.001488571398706	glyleu[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_h(e)	0.0015957128977551	0.001488571398706	h[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_hst_3_s(e)	146.1656588114557	0.001488571398706	hst_3_s[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_hxan(e)	-0.0002187766524034	0.001488571398706	hxan[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_ibupgluc(e)	2182.517535343922	0.001488571398706	ibupgluc[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_imn(e)	-7.316297929308152e-05	0.001488571398706	imn[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_isosorbide_5mn(e)	0.00030168001491	0.001488571398706	isosorbide_5mn[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_mdz(e)	0.0001188852205213	0.001488571398706	mdz[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_metala(e)	9939.149448189544	0.001488571398706	metala[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_orn(e)	-3.819110447474076e-05	0.001488571398706	orn[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_pcresol(e)	0.0545480651248914	0.001488571398706	pcresol[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_pi(e)	248.07927303633736	0.001488571398706	pi[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_ppi(e)	2.2407873139322785	0.001488571398706	ppi[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_pydx(e)	-6.53934449515782e-05	0.001488571398706	pydx[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_pydx5p(e)	-0.0002267661457244	0.001488571398706	pydx5p[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_r529(e)	16.077349821264146	0.001488571398706	r529[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_rmn(e)	-0.0004394414829177	0.001488571398706	rmn[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_sb_611855(e)	0.0002438451688136	0.001488571398706	sb_611855[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_ser_L(e)	6.229023724894991e-05	0.001488571398706	ser_L[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_sfnd_1689(e)	299.11094950611243	0.001488571398706	sfnd_1689[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_stg_m4(e)	-0.0347947885898895	0.001488571398706	stg_m4[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_tlf_a_2a(e)	0.0002081127007769	0.001488571398706	tlf_a_2a[e]	export
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_tlf_a_4(e)	-2094.1624554306345	0.001488571398706	tlf_a_4[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_tlf_a_m2(e)	-0.167995581780845	0.001488571398706	tlf_a_m2[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_tlf_a_m3(e)	-0.004170046353643	0.001488571398706	tlf_a_m3[e]	import
Bacteroides_finegoldii	MV_FEM1_t1Q14	1e-06	EX_val_L(e)	-0.0003187454494186	0.001488571398706	val_L[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_12ppd_S(e)	-0.0022073727303954	0.0020905761394425	12ppd_S[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_3oh_dlor(e)	0.0253520917090663	0.0020905761394425	3oh_dlor[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_4oh_levole_glc(e)	1.5549460404332678	0.0020905761394425	4oh_levole_glc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_8oh_efv(e)	0.0358754188584459	0.0020905761394425	8oh_efv[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_S_4oh_warf(e)	-61.436352828949325	0.0020905761394425	S_4oh_warf[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_ac(e)	0.0010021007703382	0.0020905761394425	ac[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_acgam(e)	28.062175439996587	0.0020905761394425	acgam[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_alaasp(e)	-0.0016051072975826	0.0020905761394425	alaasp[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_algin(e)	0.0001313454925535	0.0020905761394425	algin[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_arabinan101(e)	-0.0006440495454344	0.0020905761394425	arabinan101[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_atvethgluc(e)	0.0001572250350169	0.0020905761394425	atvethgluc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_bilr_M12(e)	4.526632967615535	0.0020905761394425	bilr_M12[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_bilr_M14(e)	-0.000404272972835	0.0020905761394425	bilr_M14[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_bsn(e)	1.0588320926345345	0.0020905761394425	bsn[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_cspg_c(e)	-39196.68471058904	0.0020905761394425	cspg_c[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_ddea_glc(e)	-0.0001731887430951	0.0020905761394425	ddea_glc[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_dextran40(e)	0.0001840454828808	0.0020905761394425	dextran40[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_dextrin(e)	4809.742520863531	0.0020905761394425	dextrin[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_dfduri(e)	0.0002407944821094	0.0020905761394425	dfduri[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_efv(e)	3598.695020750406	0.0020905761394425	efv[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_eltr_m4(e)	-0.0621154689137975	0.0020905761394425	eltr_m4[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_estradiolglc(e)	-0.0003995718180331	0.0020905761394425	estradiolglc[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_estriol(e)	4.526632967615535	0.0020905761394425	estriol[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_fe2(e)	3168.379051662705	0.0020905761394425	fe2[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_for(e)	-0.0014498952865736	0.0020905761394425	for[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_fum(e)	-2440.5766275229284	0.0020905761394425	fum[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_galt(e)	0.0133473388912474	0.0020905761394425	galt[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_gam(e)	0.0005748111131863	0.0020905761394425	gam[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_gltmn_glc(e)	0.0022320334501651	0.0020905761394425	gltmn_glc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_glyasn(e)	57287.52461062111	0.0020905761394425	glyasn[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_glyb(e)	-0.0003451843884913	0.0020905761394425	glyb[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_hspg_degr_12(e)	1.909555223737038e-05	0.0020905761394425	hspg_degr_12[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_hspg_degr_9(e)	-0.1598850494617276	0.0020905761394425	hspg_degr_9[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_hst_3_glc(e)	8.214898538679754e-06	0.0020905761394425	hst_3_glc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_isosorbide_5mn_glc(e)	0.0014190110616886	0.0020905761394425	isosorbide_5mn_glc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_mal_L(e)	-0.0076612377133167	0.0020905761394425	mal_L[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_malttr(e)	7.873562362044345e-05	0.0020905761394425	malttr[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_man(e)	-990.901355173698	0.0020905761394425	man[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_mannur(e)	473.05054915244136	0.0020905761394425	mannur[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_metsox_S_L(e)	0.0003419867712655	0.0020905761394425	metsox_S_L[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_miso(e)	-1.9803601534917963e-05	0.0020905761394425	miso[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_nac(e)	0.0001726233039827	0.0020905761394425	nac[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_nchlphncl(e)	0.0007455008588111	0.0020905761394425	nchlphncl[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_no2(e)	-0.0595437743200636	0.0020905761394425	no2[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_nsldp_m5(e)	5.296209580647138e-05	0.0020905761394425	nsldp_m5[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_ppa(e)	0.0009339871593474	0.0020905761394425	ppa[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_pydx(e)	-128.24922224072958	0.0020905761394425	pydx[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_rpn_96990(e)	-0.0211521263914875	0.0020905761394425	rpn_96990[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_rpn_oh_glc(e)	-4.329171009830912e-05	0.0020905761394425	rpn_oh_glc[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_rsvgluc(e)	0.0007369861359548	0.0020905761394425	rsvgluc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_sfnd_1689_glc(e)	-0.0002058702634341	0.0020905761394425	sfnd_1689_glc[e]	import
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_tlf_a_1b(e)	0.0015957978086105	0.0020905761394425	tlf_a_1b[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_tlf_a_m5b(e)	0.0006530342267472	0.0020905761394425	tlf_a_m5b[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_tolcp_glc(e)	0.0001507808644912	0.0020905761394425	tolcp_glc[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_ura(e)	9.586434135848276e-05	0.0020905761394425	ura[e]	export
Bacteroides_ovatus	MV_FEM1_t1Q14	1e-06	EX_xylan(e)	0.0088623561991793	0.0020905761394425	xylan[e]	export
Bacteroides_stercoris	MV_FEM1_t1Q14	1e-06	EX_arab_L(e)	-0.0357808168409716	0.0079804192173471	arab_L[e]	import
Bacteroides_stercoris	MV_FEM1_t1Q14	1e-06	EX_arsenb(e)	-9.309488972120284e-06	0.0079804192173471	arsenb[e]	import
Bacteroides_stercoris	MV_FEM1_t1Q14	1e-06	EX_ca2(e)	-6.236544308805391e-05	0.0079804192173471	ca2[e]	import
