File	ExpectedSHA256	ObservedSHA256	Status
resource-usage.tsv	47ab9645779aa30bb185df3af408025d2fd06b203725a22b2efd88cdac2439c0	47ab9645779aa30bb185df3af408025d2fd06b203725a22b2efd88cdac2439c0	PASS
run-contract.json	1938fcf09ea9ef76941801e7ebe9349a7a9116d3e56495f90ac295a3369d33a4	1938fcf09ea9ef76941801e7ebe9349a7a9116d3e56495f90ac295a3369d33a4	PASS
run-metadata.json	24e91f69cf58c550d3ce779a8314fddbb47c314c36432292b74c8cea9a9ddf53	24e91f69cf58c550d3ce779a8314fddbb47c314c36432292b74c8cea9a9ddf53	PASS
run-summary.json	23a9c87cdb27582219625d2946a0039b3099bfe586b77fcd8a550122992ea8d9	23a9c87cdb27582219625d2946a0039b3099bfe586b77fcd8a550122992ea8d9	PASS
scripts/bootstrap_article36_eggnog_database.sh	5d640c19620d14f647611e16a8be90a9be3ee0beda09edc5d879eaeeb665b83a	5d640c19620d14f647611e16a8be90a9be3ee0beda09edc5d879eaeeb665b83a	PASS
scripts/freeze_article36_eggnog_annotation.py	9b48a8eab2d89ce6d735a2d9a8b2e474195addc87a79616c6057c93e41ae6396	9b48a8eab2d89ce6d735a2d9a8b2e474195addc87a79616c6057c93e41ae6396	PASS
scripts/prepare_article36_eggnog_inputs.py	b0d851e76beec1ce09768baf4dc449c55f28084f9faef80ed98045943901167c	b0d851e76beec1ce09768baf4dc449c55f28084f9faef80ed98045943901167c	PASS
scripts/run_article36_eggnog_annotation.py	13e442a71ef6f4c7fbd50b58c6e1b22c700163500111258e12133f9b16b75f6e	13e442a71ef6f4c7fbd50b58c6e1b22c700163500111258e12133f9b16b75f6e	PASS
scripts/summarize_article36_eggnog_annotation.py	be13488ec19c8db80735e5cdf279b66e39b9a8c08a5910e2ec3649317e3bb77d	be13488ec19c8db80735e5cdf279b66e39b9a8c08a5910e2ec3649317e3bb77d	PASS
scripts/validate_article36_eggnog_annotation.py	78631b73703494170cc862862576084ecf46cf98dd2eadac1e90a5aa79d738ff	78631b73703494170cc862862576084ecf46cf98dd2eadac1e90a5aa79d738ff	PASS
source-audit.tsv	33e07be72db599561422ed08b608533d7985591e69ea6915671abe463e018ac6	33e07be72db599561422ed08b608533d7985591e69ea6915671abe463e018ac6	PASS
sources/PMC9074274.fullTextXML	bb784d69a8ab260b90abe67d31a192a7f7bef951a98f2bed6ce3dae9092ce9ba	bb784d69a8ab260b90abe67d31a192a7f7bef951a98f2bed6ce3dae9092ce9ba	PASS
sources/article34-data-NOTICE.txt	afce4e0316f15aa291a238a7a503aee3fb790ede852479d871aa675bfd67528b	afce4e0316f15aa291a238a7a503aee3fb790ede852479d871aa675bfd67528b	PASS
sources/article35-data-NOTICE.txt	71b6cc97738d2e75d4a8e4202c29a417f8510994498c82d98dc462bdd9f60d92	71b6cc97738d2e75d4a8e4202c29a417f8510994498c82d98dc462bdd9f60d92	PASS
tool-versions.tsv	99cd08942d0a0fc0b87a4a5079fdc5a804b28140c8caacb16bc7f123080500fd	99cd08942d0a0fc0b87a4a5079fdc5a804b28140c8caacb16bc7f123080500fd	PASS
