FeatureID	Feature	Species	MaAsLin3CoefficientLog2Relative	MaAsLin3NullMedian	MaAsLin3QDiseaseBH	MaAsLin3Estimable	MaAsLin3ErrorFree	ANCOMBC2CoefficientNaturalLog	ANCOMBC2QDiseaseBH	ANCOMBC2PassedPseudoSensitivity	ANCOMBC2RobustHit	ALDEx2CoefficientCLRLog2	ALDEx2QDiseaseBH	MaAsLin3Direction	ANCOMBC2Direction	ALDEx2Direction	AllThreeDirectionConcordant	MaAsLin3Hit	ALDEx2Hit	SignificantMethodCount	EvidenceLabel	IndependentReplication	InputBoundary	MinimumQ	AnyMethodHit
SP0062	k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Sutterellaceae|g__Turicimonas|s__Turicimonas_muris	Turicimonas muris	-1.13319061161227	0.275695643097588	0.139124082412166	TRUE	TRUE	-0.911695360718047	0.00332801056221508	FALSE	FALSE	-2.04344271058132	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00332801056221508	FALSE
SP0209	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Peptostreptococcus|s__Peptostreptococcus_stomatis	Peptostreptococcus stomatis	4.81977218164335	0.275695643097588	0.139124082412166	FALSE	TRUE	3.23760920592969	0.0000000206699095128488	TRUE	TRUE	8.06228018340613	0.000214418613723127	1	1	1	TRUE	FALSE	TRUE	2	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0000000206699095128488	TRUE
SP0212	k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	Gemella morbillorum	3.01453259545682	0.275695643097588	0.139124082412166	TRUE	TRUE	2.11402778361292	0.00000254146016898194	FALSE	FALSE	3.52866310569535	0.357509804386508	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00000254146016898194	FALSE
SP0221	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila	Paraprevotella xylaniphila	-1.36065191596761	0.275695643097588	0.139124082412166	TRUE	TRUE	-0.992712055536106	0.000917697546068883	FALSE	FALSE	-0.348700713786664	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000917697546068883	FALSE
SP0121	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_xylanisolvens	Bacteroides xylanisolvens	-1.36131455654764	0.275695643097588	0.248519696764968	TRUE	TRUE	-0.975541447882849	0.0897616312384365	TRUE	FALSE	-3.09512727511754	0.414801191484657	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0897616312384365	FALSE
SP0242	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis	Streptococcus oralis	2.00244489575122	0.275695643097588	0.257926281639515	TRUE	TRUE	1.39072781043092	0.00185011777693694	FALSE	FALSE	0.594027080651364	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00185011777693694	FALSE
SP0001	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_longum	Bifidobacterium longum	-1.27542527757217	0.275695643097588	0.297201689239793	TRUE	TRUE	-0.921973103802817	0.101401838601114	TRUE	FALSE	-2.83796202638349	0.566579445506135	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.101401838601114	FALSE
SP0007	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes	Coprococcus comes	-0.862252699621906	0.275695643097588	0.297201689239793	TRUE	TRUE	-0.657256818130514	0.172458057661717	TRUE	FALSE	-1.65114339946467	0.698851743035127	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.172458057661717	FALSE
SP0029	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens	Eubacterium eligens	-1.18928531446312	0.275695643097588	0.313487609598022	TRUE	TRUE	-0.886841690887078	0.132071445838001	TRUE	FALSE	-2.72509427619897	0.536223525887573	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.132071445838001	FALSE
SP0071	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_pamelaeae	Gordonibacter pamelaeae	-0.940043803685836	0.275695643097588	0.313487609598022	TRUE	TRUE	-0.719740586755749	0.145715448069662	TRUE	FALSE	-0.937063340998193	0.86281508092047	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.145715448069662	FALSE
SP0092	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Eggerthella|s__Eggerthella_lenta	Eggerthella lenta	-1.28810214031693	0.275695643097588	0.313487609598022	TRUE	TRUE	-0.893481357774276	0.0663821474146653	TRUE	FALSE	-2.14856671315131	0.698851743035127	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0663821474146653	FALSE
SP0116	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_intestinalis	Roseburia intestinalis	-1.4002687705713	0.275695643097588	0.280930434245288	TRUE	TRUE	-0.993688506944942	0.0753642068849415	TRUE	FALSE	-3.54617879649176	0.451964220410458	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0753642068849415	FALSE
SP0113	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_bolteae_CAG_59	Clostridium bolteae CAG 59	2.03455689266832	0.275695643097588	0.326866550327989	TRUE	TRUE	1.29955366798542	0.00028539240016467	FALSE	FALSE	1.69473362172453	0.711236155289361	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00028539240016467	FALSE
SP0213	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_onderdonkii	Alistipes onderdonkii	5.00876240412115	0.275695643097588	0.326866550327989	FALSE	TRUE	2.91126345059364	0.00000356989256478468	FALSE	FALSE	-0.233353308999979	0.906202454664668	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00000356989256478468	FALSE
SP0009	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bromii	Ruminococcus bromii	-1.59277775013788	0.275695643097588	0.326866550327989	TRUE	TRUE	-1.15707626258085	0.143632440823813	TRUE	FALSE	-2.04826231629167	0.661329715902649	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.143632440823813	FALSE
SP0014	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Phascolarctobacterium|s__Phascolarctobacterium_succinatutens	Phascolarctobacterium succinatutens	-1.78359672321238	0.275695643097588	0.326866550327989	TRUE	TRUE	-1.11590794723243	0.00864057017089213	FALSE	FALSE	-1.60549606881576	0.861962063492038	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00864057017089213	FALSE
SP0039	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans	Dorea formicigenerans	-0.65990673900658	0.275695643097588	0.326866550327989	TRUE	TRUE	-0.622253093110738	0.145715448069662	TRUE	FALSE	-1.70121556046188	0.69088117557826	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.145715448069662	FALSE
SP0005	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans	Fusicatenibacter saccharivorans	-0.562694329079712	0.275695643097588	0.344161928062138	TRUE	TRUE	-0.607440801747858	0.16582855373083	TRUE	FALSE	-2.2801149228491	0.451964220410458	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.16582855373083	FALSE
SP0226	k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Erysipelatoclostridium|s__Erysipelatoclostridium_ramosum	Erysipelatoclostridium ramosum	-1.30728785297219	0.275695643097588	0.363281573502766	TRUE	TRUE	-1.02611232266127	0.0116852030101982	FALSE	FALSE	0.121308950998184	0.906202454664668	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0116852030101982	FALSE
SP0021	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Ruminococcus|s__Ruminococcus_bicirculans	Ruminococcus bicirculans	-1.50806776077653	0.275695643097588	0.368259998697895	TRUE	TRUE	-1.14881762321037	0.0265026049332657	FALSE	FALSE	-5.35495284678537	0.318226479843879	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0265026049332657	FALSE
SP0064	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Lawsonibacter|s__Lawsonibacter_asaccharolyticus	Lawsonibacter asaccharolyticus	1.23350902698358	0.275695643097588	0.368259998697895	TRUE	TRUE	0.811965759533157	0.0718941757795786	TRUE	FALSE	0.53921871857029	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0718941757795786	FALSE
SP0133	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii	Alistipes finegoldii	1.63467836112107	0.275695643097588	0.390768073179803	TRUE	TRUE	1.06302988477176	0.0464384795645875	FALSE	FALSE	1.04153050043183	0.86281508092047	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0464384795645875	FALSE
SP0143	k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis	Bifidobacterium adolescentis	-1.69511152572905	0.275695643097588	0.390768073179803	TRUE	TRUE	-1.06803934275112	0.0861524549530937	TRUE	FALSE	-1.23110206463827	0.89015727791244	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0861524549530937	FALSE
SP0042	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Asaccharobacter|s__Asaccharobacter_celatus	Asaccharobacter celatus	-1.00103255167088	0.275695643097588	0.390768073179803	TRUE	TRUE	-0.742991821648525	0.145715448069662	TRUE	FALSE	1.09072571615008	0.86281508092047	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.145715448069662	FALSE
SP0151	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38	Eubacterium sp CAG 38	-0.900363948392751	0.275695643097588	0.390768073179803	TRUE	TRUE	-0.773615612907741	0.121226940125267	TRUE	FALSE	-0.238915362226585	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.121226940125267	FALSE
SP0177	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus|s__Anaerotruncus_colihominis	Anaerotruncus colihominis	1.84258475666054	0.275695643097588	0.390768073179803	TRUE	TRUE	1.2347101170811	0.00306723683991309	FALSE	FALSE	1.94358401932416	0.698851743035127	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00306723683991309	FALSE
SP0051	k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	Bilophila wadsworthia	1.18424980399601	0.275695643097588	0.390768073179803	TRUE	TRUE	0.679147910024515	0.143483283676642	TRUE	FALSE	2.60452457736875	0.484769948263863	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.143483283676642	FALSE
SP0033	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum	Eubacterium ventriosum	-0.870042688403955	0.275695643097588	0.390768073179803	TRUE	TRUE	-0.593323188943408	0.178444042073755	TRUE	FALSE	-4.19258288037132	0.357509804386508	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.178444042073755	FALSE
SP0076	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci	Eubacterium sulci	1.20014655064951	0.275695643097588	0.411565225216913	TRUE	TRUE	0.700896658388291	0.0265026049332657	FALSE	FALSE	-2.59075497563993	0.570658690574238	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0265026049332657	FALSE
SP0043	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus	Bacteroides cellulosilyticus	1.76023779639348	0.275695643097588	0.467291078001261	TRUE	TRUE	0.88713419708336	0.0718941757795786	TRUE	FALSE	2.19249333370039	0.737482960725818	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0718941757795786	FALSE
SP0048	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Roseburia|s__Roseburia_faecis	Roseburia faecis	-1.00838602884086	0.275695643097588	0.421581112710178	TRUE	TRUE	-0.908305799152559	0.16582855373083	TRUE	FALSE	0.549537913540939	0.906202454664668	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.16582855373083	FALSE
SP0049	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_thetaiotaomicron	Bacteroides thetaiotaomicron	1.26414967819886	0.275695643097588	0.414844537064047	TRUE	TRUE	0.788471503851002	0.0830727697375965	TRUE	FALSE	1.69929393706341	0.698851743035127	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0830727697375965	FALSE
SP0161	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_symbiosum	Clostridium symbiosum	1.83694109332456	0.275695643097588	0.467291078001261	TRUE	TRUE	1.35887217513224	0.000836361164440602	FALSE	FALSE	4.36477532778162	0.357509804386508	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000836361164440602	FALSE
SP0063	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242	Clostridium sp CAG 242	2.12782479366796	0.275695643097588	0.467291078001261	TRUE	TRUE	1.51009275129636	0.0000769970118238353	FALSE	FALSE	2.13218087820433	0.661329715902649	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0000769970118238353	FALSE
SP0238	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri	Lactobacillus gasseri	1.97795584390907	0.275695643097588	0.467291078001261	FALSE	TRUE	1.50452847394297	0.000407484429953091	FALSE	FALSE	-0.525344679194036	0.906202454664668	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000407484429953091	FALSE
SP0134	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Flavonifractor|s__Flavonifractor_plautii	Flavonifractor plautii	1.34274039122028	0.275695643097588	0.467291078001261	TRUE	TRUE	0.868896440676486	0.0840869159993097	TRUE	FALSE	3.59669763535984	0.357509804386508	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0840869159993097	FALSE
SP0011	k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum	Blautia obeum	-0.492387052102953	0.275695643097588	0.497358381471975	TRUE	TRUE	-0.441907202038377	0.409533552467928	TRUE	FALSE	0.205046413960941	0.906202454664668	-1	-1	1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.409533552467928	FALSE
SP0128	k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus	Streptococcus thermophilus	-0.834151614790066	0.275695643097588	0.490036432942666	TRUE	TRUE	-0.68965699929773	0.16582855373083	TRUE	FALSE	-2.85788317278728	0.607496414402998	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.16582855373083	FALSE
SP0132	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula	Veillonella parvula	1.83818455402657	0.275695643097588	0.490036432942666	TRUE	TRUE	1.27188323962207	0.00681234418988944	FALSE	FALSE	-0.218992871067733	0.906202454664668	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.00681234418988944	FALSE
SP0152	k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Slackia|s__Slackia_isoflavoniconvertens	Slackia isoflavoniconvertens	1.83401314654531	0.275695643097588	0.49234446881973	TRUE	TRUE	1.23570070285373	0.0291656192232189	FALSE	FALSE	-0.0664448392176669	0.921850287573344	1	1	-1	FALSE	FALSE	FALSE	0	Direction differs across methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.0291656192232189	FALSE
SP0172	k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Allisonella|s__Allisonella_histaminiformans	Allisonella histaminiformans	1.66002828476258	0.275695643097588	0.490036432942666	TRUE	TRUE	1.17635874836434	0.000407484429953091	FALSE	FALSE	0.36336016088208	0.906202454664668	1	1	1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000407484429953091	FALSE
SP0200	k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_clarus	Bacteroides clarus	-2.08982336177566	0.275695643097588	0.49234446881973	TRUE	TRUE	-1.63874379748337	0.000361282819958238	FALSE	FALSE	-0.694957674992656	0.906202454664668	-1	-1	-1	TRUE	FALSE	FALSE	0	Direction concordant across three methods	FALSE	ANCOM-BC2 and ALDEx2 use reconstructed pseudo-counts	0.000361282819958238	FALSE
