reference,querry,ani,alignment_coverage,primary_cluster
metabat2-mock1__023.fna,vamb__009.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,binette__003.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,metabat2-mock1__023.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,metabat2-multisample__025.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,semibin2__043.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,taxvamb__015.fna,1.0,0.9984101748807631,14
metabat2-multisample__025.fna,vamb__009.fna,1.0,0.9984101748807631,14
semibin2__043.fna,binette__003.fna,1.0,0.9952830188679245,14
semibin2__043.fna,metabat2-mock1__023.fna,1.0,0.9874213836477987,14
semibin2__043.fna,metabat2-multisample__025.fna,1.0,0.9874213836477987,14
semibin2__043.fna,semibin2__043.fna,1.0,0.9984276729559748,14
semibin2__043.fna,taxvamb__015.fna,1.0,0.9952830188679245,14
semibin2__043.fna,vamb__009.fna,1.0,0.9952830188679245,14
taxvamb__015.fna,binette__003.fna,1.0,0.998422712933754,14
taxvamb__015.fna,metabat2-mock1__023.fna,1.0,0.9905362776025236,14
taxvamb__015.fna,metabat2-multisample__025.fna,1.0,0.9905362776025236,14
taxvamb__015.fna,semibin2__043.fna,1.0,0.998422712933754,14
taxvamb__015.fna,taxvamb__015.fna,1.0,0.998422712933754,14
taxvamb__015.fna,vamb__009.fna,1.0,0.998422712933754,14
vamb__009.fna,binette__003.fna,1.0,0.998422712933754,14
vamb__009.fna,metabat2-mock1__023.fna,1.0,0.9905362776025236,14
vamb__009.fna,metabat2-multisample__025.fna,1.0,0.9905362776025236,14
vamb__009.fna,semibin2__043.fna,1.0,0.998422712933754,14
vamb__009.fna,taxvamb__015.fna,1.0,0.998422712933754,14
vamb__009.fna,vamb__009.fna,1.0,0.998422712933754,14
binette__004.fna,binette__004.fna,1.0,0.9903536977491961,11
binette__004.fna,metabat2-mock1__017.fna,1.0,0.9903536977491961,11
binette__004.fna,metabat2-multisample__023.fna,1.0,0.9903536977491961,11
binette__004.fna,semibin2__017.fna,1.0,0.9887459807073955,11
binette__004.fna,taxvamb__008.fna,0.99964,0.9517684887459807,11
metabat2-mock1__017.fna,binette__004.fna,1.0,0.9840255591054313,11
metabat2-mock1__017.fna,metabat2-mock1__017.fna,1.0,0.9904153354632588,11
metabat2-mock1__017.fna,metabat2-multisample__023.fna,1.0,0.987220447284345,11
metabat2-mock1__017.fna,semibin2__017.fna,1.0,0.9856230031948882,11
metabat2-mock1__017.fna,taxvamb__008.fna,0.99964,0.9456869009584664,11
metabat2-multisample__023.fna,binette__004.fna,1.0,0.9871794871794872,11
metabat2-multisample__023.fna,metabat2-mock1__017.fna,1.0,0.9903846153846154,11
metabat2-multisample__023.fna,metabat2-multisample__023.fna,1.0,0.9903846153846154,11
metabat2-multisample__023.fna,semibin2__017.fna,1.0,0.9855769230769231,11
metabat2-multisample__023.fna,taxvamb__008.fna,0.99964,0.9487179487179487,11
semibin2__017.fna,binette__004.fna,1.0,0.984,11
semibin2__017.fna,metabat2-mock1__017.fna,1.0,0.9872,11
semibin2__017.fna,metabat2-multisample__023.fna,1.0,0.984,11
semibin2__017.fna,semibin2__017.fna,1.0,0.9904,11
semibin2__017.fna,taxvamb__008.fna,0.99964,0.9472,11
taxvamb__008.fna,binette__004.fna,1.0,0.985,11
taxvamb__008.fna,metabat2-mock1__017.fna,1.0,0.985,11
taxvamb__008.fna,metabat2-multisample__023.fna,1.0,0.985,11
taxvamb__008.fna,semibin2__017.fna,1.0,0.985,11
taxvamb__008.fna,taxvamb__008.fna,1.0,0.99,11
binette__005.fna,binette__005.fna,1.0,0.9965034965034965,19
binette__005.fna,metabat2-mock1__012.fna,1.0,0.9965034965034965,19
binette__005.fna,metabat2-multisample__017.fna,0.999684,0.9965034965034965,19
binette__005.fna,semibin2__039.fna,1.0,0.9965034965034965,19
binette__005.fna,taxvamb__022.fna,1.0,0.9965034965034965,19
binette__005.fna,vamb__012.fna,0.999684,0.9965034965034965,19
metabat2-mock1__012.fna,binette__005.fna,1.0,0.9965034965034965,19
metabat2-mock1__012.fna,metabat2-mock1__012.fna,1.0,0.9965034965034965,19
metabat2-mock1__012.fna,metabat2-multisample__017.fna,0.999684,0.9965034965034965,19
metabat2-mock1__012.fna,semibin2__039.fna,1.0,0.9965034965034965,19
metabat2-mock1__012.fna,taxvamb__022.fna,1.0,0.9965034965034965,19
metabat2-mock1__012.fna,vamb__012.fna,0.999684,0.9965034965034965,19
metabat2-multisample__017.fna,binette__005.fna,1.0,0.9964973730297724,19
metabat2-multisample__017.fna,metabat2-mock1__012.fna,1.0,0.9964973730297724,19
metabat2-multisample__017.fna,metabat2-multisample__017.fna,1.0,0.9964973730297724,19
metabat2-multisample__017.fna,semibin2__039.fna,1.0,0.9964973730297724,19
metabat2-multisample__017.fna,taxvamb__022.fna,1.0,0.9964973730297724,19
metabat2-multisample__017.fna,vamb__012.fna,1.0,0.9964973730297724,19
semibin2__039.fna,binette__005.fna,1.0,0.9965034965034965,19
semibin2__039.fna,metabat2-mock1__012.fna,1.0,0.9965034965034965,19
semibin2__039.fna,metabat2-multisample__017.fna,0.999684,0.9965034965034965,19
semibin2__039.fna,semibin2__039.fna,1.0,0.9965034965034965,19
semibin2__039.fna,taxvamb__022.fna,1.0,0.9965034965034965,19
semibin2__039.fna,vamb__012.fna,0.999684,0.9965034965034965,19
taxvamb__022.fna,binette__005.fna,1.0,0.9965034965034965,19
taxvamb__022.fna,metabat2-mock1__012.fna,1.0,0.9965034965034965,19
taxvamb__022.fna,metabat2-multisample__017.fna,0.999684,0.9965034965034965,19
taxvamb__022.fna,semibin2__039.fna,1.0,0.9965034965034965,19
taxvamb__022.fna,taxvamb__022.fna,1.0,0.9965034965034965,19
taxvamb__022.fna,vamb__012.fna,0.999684,0.9965034965034965,19
vamb__012.fna,binette__005.fna,1.0,0.9964973730297724,19
vamb__012.fna,metabat2-mock1__012.fna,1.0,0.9964973730297724,19
vamb__012.fna,metabat2-multisample__017.fna,1.0,0.9964973730297724,19
vamb__012.fna,semibin2__039.fna,1.0,0.9964973730297724,19
vamb__012.fna,taxvamb__022.fna,1.0,0.9964973730297724,19
vamb__012.fna,vamb__012.fna,1.0,0.9964973730297724,19
binette__006.fna,binette__006.fna,1.0,1.0,22
binette__006.fna,metabat2-mock1__027.fna,1.0,1.0,22
binette__006.fna,metabat2-multisample__019.fna,1.0,1.0,22
binette__006.fna,semibin2__041.fna,1.0,1.0,22
binette__006.fna,taxvamb__025.fna,0.999735,0.48991541964866625,22
binette__006.fna,vamb__001.fna,1.0,1.0,22
metabat2-mock1__027.fna,binette__006.fna,1.0,1.0,22
metabat2-mock1__027.fna,metabat2-mock1__027.fna,1.0,1.0,22
metabat2-mock1__027.fna,metabat2-multisample__019.fna,1.0,1.0,22
metabat2-mock1__027.fna,semibin2__041.fna,1.0,1.0,22
metabat2-mock1__027.fna,taxvamb__025.fna,0.999735,0.48991541964866625,22
metabat2-mock1__027.fna,vamb__001.fna,1.0,1.0,22
metabat2-multisample__019.fna,binette__006.fna,1.0,1.0,22
metabat2-multisample__019.fna,metabat2-mock1__027.fna,1.0,1.0,22
metabat2-multisample__019.fna,metabat2-multisample__019.fna,1.0,1.0,22
metabat2-multisample__019.fna,semibin2__041.fna,1.0,1.0,22
metabat2-multisample__019.fna,taxvamb__025.fna,0.999735,0.48991541964866625,22
metabat2-multisample__019.fna,vamb__001.fna,1.0,1.0,22
semibin2__041.fna,binette__006.fna,1.0,0.9941785252263907,22
semibin2__041.fna,metabat2-mock1__027.fna,1.0,0.9941785252263907,22
semibin2__041.fna,metabat2-multisample__019.fna,1.0,0.9941785252263907,22
semibin2__041.fna,semibin2__041.fna,1.0,1.0,22
semibin2__041.fna,taxvamb__025.fna,0.999735,0.4870633893919793,22
semibin2__041.fna,vamb__001.fna,1.0,0.9941785252263907,22
taxvamb__025.fna,binette__006.fna,1.0,1.0,22
taxvamb__025.fna,metabat2-mock1__027.fna,1.0,1.0,22
taxvamb__025.fna,metabat2-multisample__019.fna,1.0,1.0,22
taxvamb__025.fna,semibin2__041.fna,1.0,1.0,22
taxvamb__025.fna,taxvamb__025.fna,1.0,1.0,22
taxvamb__025.fna,vamb__001.fna,1.0,1.0,22
vamb__001.fna,binette__006.fna,1.0,1.0,22
vamb__001.fna,metabat2-mock1__027.fna,1.0,1.0,22
vamb__001.fna,metabat2-multisample__019.fna,1.0,1.0,22
vamb__001.fna,semibin2__041.fna,1.0,1.0,22
vamb__001.fna,taxvamb__025.fna,0.999735,0.48991541964866625,22
vamb__001.fna,vamb__001.fna,1.0,1.0,22
binette__007.fna,binette__007.fna,1.0,0.9912891986062717,24
binette__007.fna,metabat2-mock1__028.fna,1.0,0.9912891986062717,24
binette__007.fna,metabat2-multisample__014.fna,1.0,0.9912891986062717,24
binette__007.fna,semibin2__014.fna,1.0,0.9912891986062717,24
binette__007.fna,taxvamb__027.fna,0.9949020000000001,0.6010452961672473,24
metabat2-mock1__028.fna,binette__007.fna,1.0,0.9420529801324503,24
metabat2-mock1__028.fna,metabat2-mock1__028.fna,1.0,0.9917218543046358,24
metabat2-mock1__028.fna,metabat2-multisample__014.fna,1.0,0.9420529801324503,24
metabat2-mock1__028.fna,semibin2__014.fna,1.0,0.9420529801324503,24
metabat2-mock1__028.fna,taxvamb__027.fna,0.9982510000000001,0.6043046357615894,24
metabat2-multisample__014.fna,binette__007.fna,1.0,0.9810344827586207,24
metabat2-multisample__014.fna,metabat2-mock1__028.fna,1.0,0.9810344827586207,24
metabat2-multisample__014.fna,metabat2-multisample__014.fna,1.0,0.9913793103448276,24
metabat2-multisample__014.fna,semibin2__014.fna,1.0,0.9896551724137931,24
metabat2-multisample__014.fna,taxvamb__027.fna,0.994932,0.5982758620689655,24
semibin2__014.fna,binette__007.fna,1.0,0.9827288428324698,24
semibin2__014.fna,metabat2-mock1__028.fna,1.0,0.9827288428324698,24
semibin2__014.fna,metabat2-multisample__014.fna,1.0,0.9913644214162349,24
semibin2__014.fna,semibin2__014.fna,1.0,0.9913644214162349,24
semibin2__014.fna,taxvamb__027.fna,0.994932,0.5993091537132987,24
taxvamb__027.fna,binette__007.fna,0.9948309999999999,0.8734177215189873,24
taxvamb__027.fna,metabat2-mock1__028.fna,0.9987779999999999,0.9215189873417722,24
taxvamb__027.fna,metabat2-multisample__014.fna,0.9948609999999999,0.8784810126582279,24
taxvamb__027.fna,semibin2__014.fna,0.9948609999999999,0.8784810126582279,24
taxvamb__027.fna,taxvamb__027.fna,1.0,0.9898734177215189,24
binette__008.fna,binette__008.fna,1.0,0.988673139158576,3
binette__008.fna,metabat2-mock1__009.fna,0.999699,0.9805825242718447,3
binette__008.fna,metabat2-multisample__022.fna,0.999699,0.9805825242718447,3
binette__008.fna,semibin2__040.fna,1.0,0.988673139158576,3
binette__008.fna,taxvamb__012.fna,1.0,0.9854368932038835,3
binette__008.fna,vamb__003.fna,1.0,0.9854368932038835,3
metabat2-mock1__009.fna,binette__008.fna,1.0,0.9821428571428571,3
metabat2-mock1__009.fna,metabat2-mock1__009.fna,1.0,0.9886363636363636,3
metabat2-mock1__009.fna,metabat2-multisample__022.fna,1.0,0.9886363636363636,3
metabat2-mock1__009.fna,semibin2__040.fna,1.0,0.9821428571428571,3
metabat2-mock1__009.fna,taxvamb__012.fna,1.0,0.9821428571428571,3
metabat2-mock1__009.fna,vamb__003.fna,1.0,0.9821428571428571,3
metabat2-multisample__022.fna,binette__008.fna,1.0,0.9821428571428571,3
metabat2-multisample__022.fna,metabat2-mock1__009.fna,1.0,0.9886363636363636,3
metabat2-multisample__022.fna,metabat2-multisample__022.fna,1.0,0.9886363636363636,3
metabat2-multisample__022.fna,semibin2__040.fna,1.0,0.9821428571428571,3
metabat2-multisample__022.fna,taxvamb__012.fna,1.0,0.9821428571428571,3
metabat2-multisample__022.fna,vamb__003.fna,1.0,0.9821428571428571,3
semibin2__040.fna,binette__008.fna,1.0,0.9854838709677419,3
semibin2__040.fna,metabat2-mock1__009.fna,0.999699,0.9774193548387097,3
semibin2__040.fna,metabat2-multisample__022.fna,0.999699,0.9774193548387097,3
semibin2__040.fna,semibin2__040.fna,1.0,0.9887096774193549,3
semibin2__040.fna,taxvamb__012.fna,1.0,0.9854838709677419,3
semibin2__040.fna,vamb__003.fna,1.0,0.9854838709677419,3
taxvamb__012.fna,binette__008.fna,1.0,0.9854368932038835,3
taxvamb__012.fna,metabat2-mock1__009.fna,1.0,0.9789644012944984,3
taxvamb__012.fna,metabat2-multisample__022.fna,1.0,0.9789644012944984,3
taxvamb__012.fna,semibin2__040.fna,1.0,0.988673139158576,3
taxvamb__012.fna,taxvamb__012.fna,1.0,0.988673139158576,3
taxvamb__012.fna,vamb__003.fna,1.0,0.988673139158576,3
vamb__003.fna,binette__008.fna,1.0,0.9790996784565916,3
vamb__003.fna,metabat2-mock1__009.fna,1.0,0.9726688102893891,3
vamb__003.fna,metabat2-multisample__022.fna,1.0,0.9726688102893891,3
vamb__003.fna,semibin2__040.fna,1.0,0.9823151125401929,3
vamb__003.fna,taxvamb__012.fna,1.0,0.9823151125401929,3
vamb__003.fna,vamb__003.fna,1.0,0.9887459807073955,3
binette__009.fna,binette__009.fna,1.0,0.9786476868327402,12
binette__009.fna,metabat2-mock1__007.fna,1.0,0.9750889679715302,12
binette__009.fna,metabat2-multisample__013.fna,1.0,0.9715302491103203,12
binette__009.fna,semibin2__004.fna,1.0,0.9733096085409253,12
binette__009.fna,taxvamb__014.fna,1.0,0.9395017793594306,12
binette__009.fna,vamb__006.fna,1.0,0.9412811387900356,12
metabat2-mock1__007.fna,binette__009.fna,1.0,0.9785714285714285,12
metabat2-mock1__007.fna,metabat2-mock1__007.fna,1.0,0.9785714285714285,12
metabat2-mock1__007.fna,metabat2-multisample__013.fna,1.0,0.975,12
metabat2-mock1__007.fna,semibin2__004.fna,1.0,0.9732142857142857,12
metabat2-mock1__007.fna,taxvamb__014.fna,1.0,0.9428571428571428,12
metabat2-mock1__007.fna,vamb__006.fna,1.0,0.9446428571428571,12
metabat2-multisample__013.fna,binette__009.fna,1.0,0.978494623655914,12
metabat2-multisample__013.fna,metabat2-mock1__007.fna,1.0,0.978494623655914,12
metabat2-multisample__013.fna,metabat2-multisample__013.fna,1.0,0.978494623655914,12
metabat2-multisample__013.fna,semibin2__004.fna,1.0,0.9767025089605734,12
metabat2-multisample__013.fna,taxvamb__014.fna,1.0,0.946236559139785,12
metabat2-multisample__013.fna,vamb__006.fna,1.0,0.9480286738351255,12
semibin2__004.fna,binette__009.fna,1.0,0.9785330948121646,12
semibin2__004.fna,metabat2-mock1__007.fna,1.0,0.9749552772808586,12
semibin2__004.fna,metabat2-multisample__013.fna,1.0,0.9749552772808586,12
semibin2__004.fna,semibin2__004.fna,1.0,0.9785330948121646,12
semibin2__004.fna,taxvamb__014.fna,1.0,0.9427549194991055,12
semibin2__004.fna,vamb__006.fna,1.0,0.9463327370304114,12
taxvamb__014.fna,binette__009.fna,1.0,0.9777777777777777,12
taxvamb__014.fna,metabat2-mock1__007.fna,1.0,0.9777777777777777,12
taxvamb__014.fna,metabat2-multisample__013.fna,1.0,0.9777777777777777,12
taxvamb__014.fna,semibin2__004.fna,1.0,0.975925925925926,12
taxvamb__014.fna,taxvamb__014.fna,1.0,0.9777777777777777,12
taxvamb__014.fna,vamb__006.fna,1.0,0.9740740740740741,12
vamb__006.fna,binette__009.fna,1.0,0.977818853974122,12
vamb__006.fna,metabat2-mock1__007.fna,1.0,0.977818853974122,12
vamb__006.fna,metabat2-multisample__013.fna,1.0,0.977818853974122,12
vamb__006.fna,semibin2__004.fna,1.0,0.977818853974122,12
vamb__006.fna,taxvamb__014.fna,1.0,0.9722735674676525,12
vamb__006.fna,vamb__006.fna,1.0,0.977818853974122,12
binette__011.fna,binette__011.fna,1.0,0.9901808785529715,21
binette__011.fna,metabat2-mock1__018.fna,1.0,0.9886304909560724,21
binette__011.fna,metabat2-multisample__011.fna,1.0,0.9901808785529715,21
binette__011.fna,semibin2__035.fna,1.0,0.9695090439276486,21
binette__011.fna,taxvamb__011.fna,1.0,0.9359173126614987,21
binette__011.fna,vamb__004.fna,1.0,0.9503875968992248,21
metabat2-mock1__018.fna,binette__011.fna,1.0,0.9901656314699793,21
metabat2-mock1__018.fna,metabat2-mock1__018.fna,1.0,0.9901656314699793,21
metabat2-mock1__018.fna,metabat2-multisample__011.fna,1.0,0.9901656314699793,21
metabat2-mock1__018.fna,semibin2__035.fna,1.0,0.9710144927536232,21
metabat2-mock1__018.fna,taxvamb__011.fna,1.0,0.9368530020703933,21
metabat2-mock1__018.fna,vamb__004.fna,1.0,0.9518633540372671,21
metabat2-multisample__011.fna,binette__011.fna,1.0,0.9901808785529715,21
metabat2-multisample__011.fna,metabat2-mock1__018.fna,1.0,0.9886304909560724,21
metabat2-multisample__011.fna,metabat2-multisample__011.fna,1.0,0.9901808785529715,21
metabat2-multisample__011.fna,semibin2__035.fna,1.0,0.9695090439276486,21
metabat2-multisample__011.fna,taxvamb__011.fna,1.0,0.9359173126614987,21
metabat2-multisample__011.fna,vamb__004.fna,1.0,0.9503875968992248,21
semibin2__035.fna,binette__011.fna,1.0,0.9899736147757255,21
semibin2__035.fna,metabat2-mock1__018.fna,1.0,0.9899736147757255,21
semibin2__035.fna,metabat2-multisample__011.fna,1.0,0.9899736147757255,21
semibin2__035.fna,semibin2__035.fna,1.0,0.9899736147757255,21
semibin2__035.fna,taxvamb__011.fna,1.0,0.9440633245382586,21
semibin2__035.fna,vamb__004.fna,1.0,0.9556728232189974,21
taxvamb__011.fna,binette__011.fna,1.0,0.9901585565882997,21
taxvamb__011.fna,metabat2-mock1__018.fna,1.0,0.9896118097320941,21
taxvamb__011.fna,metabat2-multisample__011.fna,1.0,0.9901585565882997,21
taxvamb__011.fna,semibin2__035.fna,1.0,0.9781301257517769,21
taxvamb__011.fna,taxvamb__011.fna,1.0,0.9901585565882997,21
taxvamb__011.fna,vamb__004.fna,1.0,0.9879715691634773,21
vamb__004.fna,binette__011.fna,1.0,0.9903069466882067,21
vamb__004.fna,metabat2-mock1__018.fna,1.0,0.9903069466882067,21
vamb__004.fna,metabat2-multisample__011.fna,1.0,0.9903069466882067,21
vamb__004.fna,semibin2__035.fna,1.0,0.9752288637587506,21
vamb__004.fna,taxvamb__011.fna,1.0,0.9730748519116855,21
vamb__004.fna,vamb__004.fna,1.0,0.9903069466882067,21
binette__012.fna,binette__012.fna,1.0,0.995243757431629,2
binette__012.fna,metabat2-mock1__019.fna,0.999713,0.9536266349583828,2
binette__012.fna,metabat2-multisample__008.fna,0.999717,0.9690844233055886,2
binette__012.fna,semibin2__029.fna,0.999721,0.985731272294887,2
binette__012.fna,taxvamb__035.fna,1.0,0.995243757431629,2
binette__012.fna,vamb__022.fna,1.0,0.9928656361474435,2
metabat2-mock1__019.fna,binette__012.fna,1.0,0.996268656716418,2
metabat2-mock1__019.fna,metabat2-mock1__019.fna,1.0,0.996268656716418,2
metabat2-mock1__019.fna,metabat2-multisample__008.fna,0.999674,0.9788557213930348,2
metabat2-mock1__019.fna,semibin2__029.fna,1.0,0.996268656716418,2
metabat2-mock1__019.fna,taxvamb__035.fna,1.0,0.996268656716418,2
metabat2-mock1__019.fna,vamb__022.fna,1.0,0.996268656716418,2
metabat2-multisample__008.fna,binette__012.fna,1.0,0.9926829268292683,2
metabat2-multisample__008.fna,metabat2-mock1__019.fna,1.0,0.9585365853658536,2
metabat2-multisample__008.fna,metabat2-multisample__008.fna,1.0,0.9939024390243902,2
metabat2-multisample__008.fna,semibin2__029.fna,0.999714,0.9841463414634146,2
metabat2-multisample__008.fna,taxvamb__035.fna,1.0,0.9926829268292683,2
metabat2-multisample__008.fna,vamb__022.fna,1.0,0.9939024390243902,2
semibin2__029.fna,binette__012.fna,1.0,0.9916167664670659,2
semibin2__029.fna,metabat2-mock1__019.fna,0.999713,0.9604790419161676,2
semibin2__029.fna,metabat2-multisample__008.fna,0.999715,0.9664670658682635,2
semibin2__029.fna,semibin2__029.fna,1.0,0.9952095808383233,2
semibin2__029.fna,taxvamb__035.fna,1.0,0.9916167664670659,2
semibin2__029.fna,vamb__022.fna,1.0,0.9904191616766467,2
taxvamb__035.fna,binette__012.fna,1.0,0.995243757431629,2
taxvamb__035.fna,metabat2-mock1__019.fna,0.999713,0.9536266349583828,2
taxvamb__035.fna,metabat2-multisample__008.fna,0.999717,0.9690844233055886,2
taxvamb__035.fna,semibin2__029.fna,0.999721,0.985731272294887,2
taxvamb__035.fna,taxvamb__035.fna,1.0,0.995243757431629,2
taxvamb__035.fna,vamb__022.fna,1.0,0.9928656361474435,2
vamb__022.fna,binette__012.fna,1.0,0.9928656361474435,2
vamb__022.fna,metabat2-mock1__019.fna,0.999713,0.9536266349583828,2
vamb__022.fna,metabat2-multisample__008.fna,0.999718,0.9702734839476813,2
vamb__022.fna,semibin2__029.fna,0.999721,0.9845422116527943,2
vamb__022.fna,taxvamb__035.fna,1.0,0.9928656361474435,2
vamb__022.fna,vamb__022.fna,1.0,0.9940546967895363,2
binette__013.fna,binette__013.fna,1.0,1.0,18
binette__013.fna,metabat2-mock1__030.fna,1.0,1.0,18
binette__013.fna,metabat2-multisample__030.fna,1.0,1.0,18
binette__013.fna,semibin2__031.fna,1.0,1.0,18
binette__013.fna,vamb__008.fna,1.0,0.9801980198019802,18
metabat2-mock1__030.fna,binette__013.fna,1.0,1.0,18
metabat2-mock1__030.fna,metabat2-mock1__030.fna,1.0,1.0,18
metabat2-mock1__030.fna,metabat2-multisample__030.fna,1.0,1.0,18
metabat2-mock1__030.fna,semibin2__031.fna,1.0,1.0,18
metabat2-mock1__030.fna,vamb__008.fna,1.0,0.9801980198019802,18
metabat2-multisample__030.fna,binette__013.fna,1.0,1.0,18
metabat2-multisample__030.fna,metabat2-mock1__030.fna,1.0,1.0,18
metabat2-multisample__030.fna,metabat2-multisample__030.fna,1.0,1.0,18
metabat2-multisample__030.fna,semibin2__031.fna,1.0,1.0,18
metabat2-multisample__030.fna,vamb__008.fna,1.0,0.9801980198019802,18
semibin2__031.fna,binette__013.fna,1.0,0.9901960784313726,18
semibin2__031.fna,metabat2-mock1__030.fna,1.0,0.9901960784313726,18
semibin2__031.fna,metabat2-multisample__030.fna,1.0,0.9901960784313726,18
semibin2__031.fna,semibin2__031.fna,1.0,1.0,18
semibin2__031.fna,vamb__008.fna,1.0,0.9803921568627451,18
vamb__008.fna,binette__013.fna,1.0,0.99,18
vamb__008.fna,metabat2-mock1__030.fna,1.0,0.99,18
vamb__008.fna,metabat2-multisample__030.fna,1.0,0.99,18
vamb__008.fna,semibin2__031.fna,1.0,1.0,18
vamb__008.fna,vamb__008.fna,1.0,1.0,18
binette__014.fna,binette__014.fna,1.0,0.9756944444444444,6
binette__014.fna,metabat2-mock1__004.fna,0.999807,0.9609375,6
binette__014.fna,metabat2-multisample__018.fna,0.999808,0.9626736111111112,6
binette__014.fna,semibin2__003.fna,1.0,0.9539930555555556,6
metabat2-mock1__004.fna,binette__014.fna,0.999679,0.9303106633081444,6
metabat2-mock1__004.fna,metabat2-mock1__004.fna,1.0,0.9756507136859782,6
metabat2-mock1__004.fna,metabat2-multisample__018.fna,1.0,0.9697732997481109,6
metabat2-mock1__004.fna,semibin2__003.fna,0.999845,0.9193954659949622,6
metabat2-multisample__018.fna,binette__014.fna,0.999847,0.9350758853288365,6
metabat2-multisample__018.fna,metabat2-mock1__004.fna,1.0,0.9738617200674536,6
metabat2-multisample__018.fna,metabat2-multisample__018.fna,1.0,0.975548060708263,6
metabat2-multisample__018.fna,semibin2__003.fna,0.999845,0.924114671163575,6
semibin2__003.fna,binette__014.fna,1.0,0.9751552795031055,6
semibin2__003.fna,metabat2-mock1__004.fna,1.0,0.9707187222715173,6
semibin2__003.fna,metabat2-multisample__018.fna,1.0,0.9716060337178349,6
semibin2__003.fna,semibin2__003.fna,1.0,0.9751552795031055,6
binette__015.fna,binette__015.fna,0.999999,0.986046511627907,9
binette__015.fna,metabat2-mock1__033.fna,0.999999,0.9813953488372092,9
binette__015.fna,metabat2-multisample__005.fna,0.999999,0.986046511627907,9
binette__015.fna,semibin2__015.fna,0.999999,0.986046511627907,9
binette__015.fna,taxvamb__021.fna,0.999999,0.9813953488372092,9
binette__015.fna,vamb__010.fna,0.999999,0.9813953488372092,9
