exposure	outcome	id.exposure	id.outcome	samplesize	SNP	b	se	p	CILower	CIUpper	OR	ORLower	ORUpper
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs12986742	0.446360804951917	0.0596364409020477	7.17113409701821e-14	0.329473380783904	0.563248229119931	1.56261516412435	1.39023581076157	1.75636833136514
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13021737	0.438127294895277	0.0605857886225694	4.77620481119575e-13	0.319379149195041	0.556875440595513	1.54980217676934	1.37627303881091	1.74521095697276
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13078960	0.457363150560165	0.0582151943073278	3.95260878553444e-15	0.343261369717803	0.571464931402528	1.57990252257068	1.40953712410535	1.77085933966406
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13107325	0.450899873230555	0.0592937232303573	2.8597931711715e-14	0.334684175699055	0.567115570762055	1.56972410282107	1.39749895138898	1.76317395911347
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13130484	0.434109593894419	0.0599699677047886	4.52728091099479e-13	0.316568457193034	0.551650730595805	1.54358802667017	1.37241019036979	1.73611651443473
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13191362	0.440327665425544	0.059043943366918	8.80950984897793e-14	0.324601536426385	0.556053794424703	1.55321607034486	1.38347927004247	1.74377760000948
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13201877	0.441695530593422	0.0591383356152183	8.08968975550199e-14	0.325784392787594	0.55760666839925	1.55534211424487	1.3851166955263	1.74648757043863
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs13329567	0.445673107046703	0.0598325085340381	9.42799615999928e-14	0.328401390319989	0.562944823773418	1.56154092636719	1.38874628974864	1.75583552065585
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1421085	0.45748949964414	0.0635932309642877	6.2921673856799e-13	0.332846766954136	0.582132232334144	1.58010215441856	1.39493353217828	1.78985074256504
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1441264	0.446810550647619	0.0595285441219906	6.10451454551312e-14	0.330134604168517	0.56348649712672	1.56331810162816	1.39115537117369	1.75678686760656
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1460676	0.449373696116275	0.0592895799229647	3.47416051913041e-14	0.333166119467265	0.565581272765286	1.56733025300367	1.39537907884686	1.76047079909683
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs14810	0.44794621387017	0.0594834717895713	5.05078145822572e-14	0.33135860916261	0.56453381857773	1.56509451301294	1.39285919482717	1.75862775200845
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1516725	0.451282384504805	0.0598108233035284	4.51723689220639e-14	0.334053170829889	0.56851159817972	1.5703246548395	1.39661740090657	1.76563711722059
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1528435	0.442355580102821	0.0593165004501166	8.81482356979303e-14	0.326095239220593	0.55861592098505	1.55636905592322	1.38554732103612	1.74825110731255
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs16851483	0.448254096052498	0.0598069221480496	6.62880989155561e-14	0.33103252864232	0.565475663462675	1.56557645191355	1.3924050846185	1.76028488682067
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17001654	0.444213722125432	0.0596014196254744	9.11908989424966e-14	0.327394939659502	0.561032504591362	1.55926369916499	1.38734928825253	1.75248101117786
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17066856	0.439613351449368	0.0592895898488549	1.21918581260744e-13	0.323405755345612	0.555820947553123	1.5521069825634	1.38182592042482	1.74337161411869
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17094222	0.448537614486081	0.0595347422669383	4.91909766580439e-14	0.331849519642882	0.56522570932928	1.56602038462543	1.39354313186565	1.7598449513214
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17203016	0.44297711901302	0.0593653172878645	8.52938787732327e-14	0.326621097128805	0.559333140897234	1.55733670053334	1.38627611365598	1.74950543757976
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17381664	0.443257934657729	0.0594785872841541	9.16607071309188e-14	0.326679903580787	0.559835965734671	1.55777408645246	1.38635763803275	1.75038535357028
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs17724992	0.444066954135159	0.0595189084087434	8.59079193413954e-14	0.327409893654022	0.560724014616296	1.55903486595866	1.38737003482131	1.7519404717342
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs1928295	0.44649778332065	0.0595798724501809	6.67525855162975e-14	0.329721233318295	0.563274333323004	1.56282922326088	1.3905804269359	1.75641418055916
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2033529	0.45050270189167	0.059137690224534	2.579138799051e-14	0.334592829051583	0.566412574731757	1.56910077718921	1.39737130037526	1.76193489040071
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2060604	0.441208413511428	0.0593761614860093	1.07997364482113e-13	0.32483113699885	0.557585690024006	1.55458466503088	1.38379695414369	1.74645093235133
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2112347	0.448760616382235	0.0596887801465347	5.54755619563855e-14	0.331770607295027	0.565750625469443	1.56636964908249	1.39343316844407	1.76076896483412
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2176598	0.440854982798675	0.0589842096703889	7.77229786635854e-14	0.325245931844713	0.556464033752637	1.55403532414738	1.38437106504889	1.74449311291591
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2183825	0.440453431260055	0.059396883284161	1.21230807267804e-13	0.324035540023099	0.556871322497011	1.55341142414428	1.38269644730993	1.74520377003693
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2365389	0.443381381157923	0.0595078576051686	9.27731308909938e-14	0.326745980251793	0.560016782064054	1.55796640008151	1.38644924695687	1.75070188044067
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2820292	0.44196676601045	0.0593422081854643	9.49353951788386e-14	0.32565603796694	0.55827749405396	1.55576403532924	1.38493892053064	1.74765955216027
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2836754	0.451317276985048	0.0590041705284731	2.02698394232355e-14	0.335669102749241	0.566965451220855	1.57037944831743	1.3988760639752	1.76290929211401
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs2890652	0.448312488933623	0.059521189081087	4.99760795114136e-14	0.331650958334692	0.564974019532553	1.56566787310234	1.39326645558788	1.75940207203977
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs3736485	0.448799284998011	0.0593487779102877	3.96721638845951e-14	0.332475680293847	0.565122889702175	1.56643021959969	1.3944159869855	1.75966401402185
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs3800229	0.447240549473542	0.0595086892267962	5.66720249214446e-14	0.330603518589021	0.563877580358062	1.56399047112509	1.39180785695643	1.75747405185588
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs3817334	0.451868830150467	0.059488579097274	3.05679074226701e-14	0.33527121511981	0.568466445181124	1.57124583498025	1.39831957921078	1.76555739521017
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs3849570	0.43836780321458	0.0586502254476182	7.7631760468668e-14	0.323413361337248	0.553322245091912	1.5501749619133	1.38183643062118	1.73902088502808
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs3888190	0.442805179203273	0.059845319147584	1.37047133135947e-13	0.325508353674009	0.560102004732538	1.55706895537603	1.38473440190788	1.75085108628441
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs4740619	0.446299870880865	0.0595524925797991	6.66904488868781e-14	0.329576985424459	0.563022756337271	1.56251995052181	1.39037985310462	1.75597236275184
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs4889606	0.446472140163517	0.0595460603468666	6.48339377790853e-14	0.329761861883658	0.563182418443375	1.56278914789937	1.39063692537138	1.75625274738034
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs543874	0.456194621316656	0.060061501699635	3.06705395435744e-14	0.338474077985372	0.573915164647941	1.57805743849846	1.40280538494078	1.77520367823897
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6091540	0.447919889817188	0.0594815275810883	5.05838521577694e-14	0.331336095758255	0.564503683876121	1.56505331392432	1.3928278371779	1.7585747570844
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6457796	0.437327343298325	0.0584734921351808	7.48503750400641e-14	0.322719298713371	0.55193538788328	1.54856290578756	1.38087768235653	1.7366107829977
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6477694	0.446426163296448	0.0595413735079304	6.49239848821249e-14	0.329725071220904	0.563127255371991	1.5627172974022	1.39058576385839	1.75615586975673
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6567160	0.41303728251147	0.0588314319396235	2.2077422540179e-12	0.297727675909808	0.528346889113132	1.51140137372265	1.34679497321983	1.69612610524486
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs657452	0.447116423835082	0.0596812666003468	6.79674024144272e-14	0.330141141298402	0.564091706371761	1.56379635185715	1.39116446536676	1.75785041306171
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6713510	0.461439523131794	0.054646155650729	3.06304687322605e-17	0.354333058056365	0.568545988207223	1.58635593820651	1.42522979170425	1.76569783857371
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs6804842	0.445186977077243	0.0595770512024508	7.87108553490138e-14	0.328415956720439	0.561957997434047	1.56078199900795	1.38876651893055	1.75410367057465
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7138803	0.450103282850524	0.0599265526025422	5.87152092457692e-14	0.332647239749541	0.567559325951506	1.56847417360835	1.39465523275508	1.76395655033434
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7144011	0.442606547640977	0.0595337413187128	1.04924920455421e-13	0.3259204146563	0.559292680625654	1.55675970305147	1.38530511450186	1.74943465354661
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7531118	0.443941850470725	0.0600049204981457	1.37810113538791e-13	0.32633220629436	0.561551494647091	1.55883983718361	1.38587568903502	1.75339076745232
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7550711	0.456360914619119	0.0582568431134782	4.74088423798917e-15	0.342177502116702	0.570544327121536	1.57831988070196	1.40801020012518	1.76922982915719
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7599312	0.440349615034634	0.0590808954904157	9.10108650732148e-14	0.324551059873419	0.556148170195848	1.5532501632046	1.38340943854026	1.74394217813116
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7715256	0.447691217980854	0.0594781201626808	5.19233297376775e-14	0.331114102462	0.564268333499709	1.5646954712249	1.39251867305266	1.7581609245531
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7899106	0.449032779063257	0.0592981274983169	3.66218171282829e-14	0.332808449166556	0.565257108959958	1.56679601446339	1.39488008243555	1.75990021067048
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs7903146	0.464000564357765	0.0558452482462759	9.67685977239583e-17	0.354543877795065	0.573457250920466	1.59042386800785	1.42553028995089	1.77439097419401
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs879620	0.452715657447864	0.0592946820633138	2.25797964483857e-14	0.336498080603769	0.568933234291959	1.57257697238643	1.40003618204312	1.76638173055723
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs891389	0.439787860715667	0.0590898113263597	9.86464019224124e-14	0.323971830516002	0.555603890915332	1.55237786324905	1.38260835920686	1.74299324480298
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs9304665	0.436760802488959	0.0587278790499487	1.02976770387915e-13	0.32165415955106	0.551867445426859	1.54768583017859	1.37940763849832	1.73649279740342
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs9374842	0.444313678969725	0.0595142105901293	8.28744620958851e-14	0.327665826213071	0.560961531726378	1.55941956603363	1.38772515342594	1.75235663699331
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs943005	0.447191219612769	0.060179892374765	1.07855037767538e-13	0.32923863055823	0.565143808667309	1.5639133215958	1.38990949089458	1.75970082475703
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs9540493	0.446783051066505	0.0595596239717105	6.31196691649245e-14	0.330046188081952	0.563519914051058	1.56327511162632	1.39103237609742	1.7568455750013
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs9579083	0.442015296487798	0.0595158456494909	1.11213817659323e-13	0.325364239014796	0.5586663539608	1.55583953913262	1.38453485576055	1.74833927904161
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs977747	0.443697530503297	0.0594441681385669	8.38675129287815e-14	0.327186960951706	0.560208100054888	1.5584590280069	1.38706077914322	1.75103685324912
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	rs9926784	0.451308702143937	0.0592924984725092	2.70796793332264e-14	0.335095405137818	0.567521999150055	1.57036598262091	1.39807376227991	1.76389070870726
Body mass index || id:ieu-a-2	Coronary heart disease || id:ieu-a-7	ieu-a-2	ieu-a-7	184305	All	0.445909096953398	0.0589830187629256	4.03202032734861e-14	0.330302380178064	0.561515813728733	1.56190947775019	1.39138879325129	1.75332820597563
