Method	RefinedID	SourceBin	Contigs	BinBp	N50Bp	CheckM2Completeness	CheckM2Contamination	GUNCPass	ReferenceFreeMinimumPass	ReferenceFreeScore	TruthAssignedBinPct	DominantTruthAccession	DominantTruthReference	AlignedPurityPct	AlignedContaminationProxyPct	DominantGenomeRecoveryPct	TruthProxyTier	RefinedFASTA	RefinedSHA256
Binette	binette__011	article43_bin19.fa	682	6915991	15347	97.8	3.87	True	True	78.44999999999999	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	99.94628390927635	0.05371609072365402	97.05640245097106	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__011.fna	d22e98a635a8a093307d452293f1a51ee5984376530952e790f437bf416d5f2b
Binette	binette__012	article43_bin2.fa	77	2643322	47024	100.0	0.04	True	True	99.8	100.0	GCA_000009145.1	Nitrosomonas_europaea_ATCC_19718	100.0	0.0	95.72973022950157	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__012.fna	15114bf6c8fe4894a3bd1e74247c393c4ace98dd8d1947a3c5cff20ef6b0d7ec
Binette	binette__013	article43_bin20.fa	70	418156	8323	87.33	0.21	True	True	86.28	100.0	GCA_000008085.1	Nanoarchaeum_equitans_Kin4-M	99.13142463578185	0.8685753642181453	84.4205873065993	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__013.fna	92ebeaeb64bc0f36a1d1428d01b80f5b12633183fc8144ee0186e739c0f92b2c
Binette	binette__014	article43_bin21.fa	996	5073077	6633	99.5	7.36	True	True	62.699999999999996	99.95415011441774	GCA_000017325.1	Shewanella_baltica_OS185	56.956671704053306	43.043328295946694	74.56949204861365	Below MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__014.fna	7a6bae8324de5738961f6cecc42d9e50801ce2de695f004f9549575464d2803c
Binette	binette__015	article43_bin22.fa	272	1083632	4753	78.95	0.29	True	True	77.5	100.0	GCA_000017945.1	Ignicoccus_hospitalis_KIN4_I	100.0	0.0	83.18060819798727	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__015.fna	60f4d611291f401f2c8ee007c94b56e153df13a4e0cb5cc74eafab162a97cd33
Binette	binette__016	article43_bin23.fa	488	1497680	3335	68.47	0.65	False	False	65.22	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	92.27531916030127	7.724680839698735	64.04847267634548	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__016.fna	545e988b191c3eed1c19f658d4476d65aceb66c03d02ab368cd9ad58159f55dc
Binette	binette__017	article43_bin24.fa	361	1122363	3441	69.48	1.49	True	True	62.03	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	99.01707379876207	0.9829262012379303	71.91221111192333	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__017.fna	77dd3ddcb37573eca9b1c84cf2bce0633d5f5b3d67c5a271c1600632bf12a4f5
Binette	binette__018	article43_bin25.fa	380	1366218	4054	72.06	3.36	True	True	55.260000000000005	98.98910715566623	GCA_000016125.1	Methanococcus_maripaludis_C5	98.21666110867513	1.783338891324874	73.0768241845095	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__018.fna	60e4ebfabd300bea9ee4d66d50ec594098fcb7a39f6ae2a9dc070f7aeb967f6b
Binette	binette__019	article43_bin26.fa	324	946551	3170	59.42	0.0	True	True	59.42	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	98.29866536509918	1.7013346349008174	66.63540465660546	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__019.fna	64d3c938ec6fec17483b576ac6f8466c9517b6bd2476f43804ba6aae73030f68
Binette	binette__020	article43_bin27.fa	493	1305363	2708	49.89	0.35	False	False	48.14	100.0	GCA_000015125.1	Chlorobium_phaeobacteroides_DSM_266	95.64741761487035	4.352582385129651	40.086001412935055	Below MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__020.fna	ff391d3616ad41af6f0a8cc89f2bd2158d6c0f1d96fdb1b3dfa07ddcb4cdbe4e
Binette	binette__021	article43_bin3.fa	48	1859642	48450	100.0	0.06	True	True	99.7	100.0	GCA_000016085.1	Chlorobium_phaeovibrioides_DSM_265	100.0	0.0	94.60733820133431	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__021.fna	ce8e021af9fa69702a64dde572c32832261e73f2f9da67008e0a4cccb395b33d
Binette	binette__022	article43_bin4.fa	94	2653984	55634	100.0	0.14	True	True	99.3	100.0	GCA_000020465.1	Chlorobium_limicola_DSM_245	99.76507017374634	0.2349298262536621	96.61748542712186	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__022.fna	7aa8352e35b8586d596ed820445898846b0c9ab7d02bef825b44ac27702e25a7
Binette	binette__023	article43_bin5.fa	43	1733559	79303	99.91	0.12	True	True	99.31	100.0	GCA_000091665.1	Methanocaldococcus_jannaschii_DSM_2661	99.1818565159882	0.8181434840117987	98.7828799714011	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__023.fna	e21379b05a2d8bfee13a32910f8ba4bbf89aa9f3f0c36ea9933e0e27cd5cf43b
Binette	binette__024	article43_bin6.fa	54	1698339	82868	99.93	0.15	True	True	99.18	100.0	GCA_000016785.1	Thermotoga_petrophila_RKU-1	99.06202471944647	0.9379752805535304	92.67243246681814	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__024.fna	77e8136b6b221277df458756be3ed1c72bf834589b89611b6a3292a4dc625947
Binette	binette__025	article43_bin7.fa	306	6481038	46222	99.97	0.28	True	True	98.57	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	99.7852041601978	0.21479583980220696	95.59103844561066	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__025.fna	322ff7a31426f03680bc0e500ef998b01f300b4174bc7635e79f2650e6e5b806
Binette	binette__026	article43_bin8.fa	65	2595739	59244	99.98	0.21	True	True	98.93	100.0	GCA_002952055.1	Desulfobulbus_oralis_sp._ONRL	100.0	0.0	94.07190771971193	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__026.fna	622920d94808fdeba7db830f01281eaaf9dec649d07d9c8ca1d04986d796fa14
Binette	binette__027	article43_bin9.fa	42	1245710	56733	99.67	0.14	False	False	98.97	100.0	GCA_000166095.1	Methanothermus_fervidus_DSM_2088	96.91517287330117	3.0848271266988263	97.03444426392738	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/binette__027.fna	f7a517e76fab62f622448d52fbaaab10e97ae3a379fcfc369adcc05701d34c11
DAS Tool	dastool__001	metabat2-mock1__016_sub.fa	476	1449764	3305	65.0	0.27	False	False	63.65	100.0	GCA_000006985.1	Chlorobaculum_tepidum_TLS	92.81276124941715	7.18723875058285	62.36184108557708	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__001.fna	736a2f90cab23e6b0ddec62923220e78300099555f66b37aabe351d02006c19a
DAS Tool	dastool__002	metabat2-multisample__008.fa	72	2575200	50296	99.98	0.06	True	True	99.68	100.0	GCA_000009145.1	Nitrosomonas_europaea_ATCC_19718	99.48928238583412	0.510717614165884	91.69103166537107	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__002.fna	81abc5afae69006fdfca04e97708181a09331fca546adf115b78fd7ae40b90bd
DAS Tool	dastool__003	metabat2-multisample__024.fa	78	2506842	58955	100.0	0.25	True	True	98.75	100.0	GCA_000020465.1	Chlorobium_limicola_DSM_245	99.39557419254983	0.6044258074501698	90.71562811122398	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__003.fna	98f90aaa1fb8bbb19e5606f6db6db43f5d5db229d33008d122bf04bcd8dd4eed
DAS Tool	dastool__004	semibin2__004.fa	258	2092156	11697	97.94	0.16	True	True	97.14	100.0	GCA_003019295.1	Fusobacterium_nucleatum_subsp._nucleatum_ATCC_25586	99.45276547255558	0.5472345274444166	96.4010383005191	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__004.fna	fcf0a291bbda6a158ae8ac5c63a27fce28174e4127483269e42913d7dc3e9c77
DAS Tool	dastool__005	semibin2__012.fa	42	1716008	82868	99.35	0.41	True	True	97.3	100.0	GCA_000016785.1	Thermotoga_petrophila_RKU-1	99.90670206665703	0.0932979333429671	93.96099063838935	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__005.fna	caf3108ded790222573031333e70f6dc2a6594e067562b86d6bf73bd5c9a1845
DAS Tool	dastool__006	semibin2__015.fa	272	1083632	4753	78.95	0.29	True	True	77.5	100.0	GCA_000017945.1	Ignicoccus_hospitalis_KIN4_I	100.0	0.0	83.18060819798727	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__006.fna	60f4d611291f401f2c8ee007c94b56e153df13a4e0cb5cc74eafab162a97cd33
DAS Tool	dastool__007	semibin2__018_sub.fa	323	943833	3170	59.34	0.0	True	True	59.34	100.0	GCA_001481685.1	Ignicoccus_islandicus_DSM_13165	98.29376595223943	1.7062340477605744	66.44051900672851	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__007.fna	311f4315a488d8596852e160ebe84ef37b1a1eb91b39cc75a5b8b72cb01d31b2
DAS Tool	dastool__008	semibin2__023.fa	70	2625969	59244	99.98	0.21	True	True	98.93	100.0	GCA_002952055.1	Desulfobulbus_oralis_sp._ONRL	100.0	0.0	95.20043309999903	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__008.fna	2580b58a3218f0dafa857976c91fa594af7266adba20fd6fa77a9e4e5bd73c01
DAS Tool	dastool__009	semibin2__030.fa	64	2211895	68740	99.99	0.44	True	True	97.78999999999999	100.0	GCA_000019085.1	Thermoanaerobacter_pseudethanolicus_ATCC_33223	97.19218136484778	2.8078186351522163	91.51161156856902	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__009.fna	a7fe709ab575ab387dd9bc6277cb8921a770979c6d87ea2543ff64c7e11c0e0f
DAS Tool	dastool__010	semibin2__031_sub.fa	71	418628	8323	85.82	0.18	True	True	84.91999999999999	100.0	GCA_000008085.1	Nanoarchaeum_equitans_Kin4-M	98.83619824760885	1.1638017523911515	84.26413518441183	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__010.fna	efc7822d8e9beb71a98b06235138c2315da38c6e09957c4ed8cc712c46def5f1
DAS Tool	dastool__011	semibin2__032.fa	43	1255643	56733	99.74	0.14	False	False	99.03999999999999	100.0	GCA_000166095.1	Methanothermus_fervidus_DSM_2088	97.24388221811455	2.7561177818854503	98.12931598868212	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__011.fna	622055352896c8bf3ef0de86e566867b378a9b095b3bced0fe3721819a43be2a
DAS Tool	dastool__012	semibin2__039.fa	13	1734578	443866	99.47	0.19	True	True	98.52	100.0	GCA_000011105.1	Pyrococcus_horikoshii_OT3	99.89519064579396	0.10480935420603998	99.63250033793403	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__012.fna	de9ebb57e77bbd937144700aabc6231a2c50da8c429c824fb3c5ce40d88f3bff
DAS Tool	dastool__013	semibin2__040.fa	128	2050369	26973	98.03	0.56	True	True	95.23	100.0	GCA_000010505.1	Porphyromonas_gingivalis_ATCC_33277	100.0	0.0	87.30770831369331	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__013.fna	d0e99a37eb39dac8f3a4574c737b55b579aa992aeab92c84608e635d3396338e
DAS Tool	dastool__014	semibin2__043.fa	8	1920309	672984	100.0	0.48	True	True	97.6	100.0	GCA_000021565.1	Persephonella_marina_EX-H1	99.90590056079516	0.09409943920483954	96.71718164524997	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__014.fna	f9cb447c36eebe1ad17d2c773f6fc751e2e9892b50c0415deed4835901794c1b
DAS Tool	dastool__015	taxvamb__006_sub.fa	151	3018503	58018	100.0	2.1	False	False	89.5	99.79701858835324	GCA_000016545.1	Caldicellulosiruptor_saccharolyticus_DSM_8903	92.30401516942108	7.695984830578922	97.38280125577597	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__015.fna	100bf39a98118b67085525f6e99458356ddea1f1f6b46d05dae74dce61def008
DAS Tool	dastool__016	taxvamb__008.fa	83	1937978	44823	99.41	0.33	True	True	97.75999999999999	100.0	GCA_001639275.1	Methanobrevibacter_oralis_DSM_7256	100.0	0.0	90.79363848342835	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__016.fna	0c9920d688c8e18cd58113f4ed884bd72d1ed75f63b9b099fc45adee9f24da52
DAS Tool	dastool__017	taxvamb__011.fa	550	6370188	17235	91.95	3.3	True	True	75.45	100.0	GCA_000196115.1	Rhodopirellula_baltica_SH_1	99.94444433979028	0.055555660209719804	89.73175850344325	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__017.fna	7d631028c53dea07b1c534f6320628154f0f8ef51da8100d41ae156e11928095
DAS Tool	dastool__018	taxvamb__013.fa	194	1963322	14759	88.43	0.02	True	True	88.33000000000001	100.0	GCA_000006805.1	Halobacterium_salinarum_NRC-1	100.0	0.0	76.1094667076363	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__018.fna	076b2070c4713fe54b659398d012c4567a252186d70d94f0e361ffc997441c91
DAS Tool	dastool__019	taxvamb__024_sub.fa	360	1117653	3426	69.3	1.52	True	True	61.699999999999996	100.0	GCA_000020785.1	Hydrogenobaculum_sp._Y04AAS1	99.01293156283748	0.9870684371625202	71.42244314574926	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__019.fna	30f4fe62c3ba7cd2a2a86ea7031779f4d31abe75cc7a9ba4abce59f34ae6a48d
DAS Tool	dastool__020	taxvamb__025.fa	10	2270897	372866	65.55	0.01	True	True	65.5	100.0	GCA_000010305.1	Gemmatimonas_aurantiaca_T-27	100.0	0.0	48.970468608339424	Below MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__020.fna	e6c8d3e6ccdd7a8fb9e8a2850cb833eb7eed7e1bfab49c6efebb46d2e1d29a16
DAS Tool	dastool__021	taxvamb__033.fa	189	5618393	52966	98.03	0.45	True	True	95.78	100.0	GCA_000018565.1	Herpetosiphon_aurantiacus_DSM_785	99.78878302034052	0.21121697965948272	82.73124916180699	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__021.fna	afb12deb73b4356f25a96068a229b7ad32800359adc1e348eef93b3735212546
DAS Tool	dastool__022	taxvamb__034.fa	43	1734637	79303	99.91	0.12	True	True	99.31	100.0	GCA_000091665.1	Methanocaldococcus_jannaschii_DSM_2661	99.51424995546618	0.4857500445338161	99.17571254426191	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__022.fna	974df6cef6f1d99aa3e7ab61f82f61586c31582bead915eb3dd0d4177bbdc539
DAS Tool	dastool__023	vamb__002_sub.fa	52	1897341	48450	100.0	0.05	True	True	99.75	100.0	GCA_000016085.1	Chlorobium_phaeovibrioides_DSM_265	99.49924657718354	0.5007534228164587	96.04099533367432	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__023.fna	ef804b3d04b7ae2013b74111665a04e3e42e1cf46987b5805e69f9c9483b75c0
DAS Tool	dastool__024	vamb__013_sub.fa	52	1875731	88409	99.98	0.74	True	True	96.28	100.0	GCA_000018945.1	Thermotoga_neapolitana_DSM_4359	96.04868715183574	3.951312848164264	98.87777637456342	HQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__024.fna	71faab037bc16455e88673cd495f7f871043976346cc8847d1f2905d475d9f3e
DAS Tool	dastool__025	vamb__016_sub.fa	878	4907840	7019	96.54	5.39	False	False	69.59	100.0	GCA_000017325.1	Shewanella_baltica_OS185	51.71293277694464	48.28706722305536	68.01777180490541	Below MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__025.fna	13c7812438394b33785b8a7aa8d94156ada633c2838a3a0c212c55687725d4d6
DAS Tool	dastool__026	vamb__024_sub.fa	407	1423600	3843	72.68	3.6	False	False	54.68000000000001	99.02985389154257	GCA_000016125.1	Methanococcus_maripaludis_C5	95.35086456200183	4.649135437998169	73.96673981552179	MQ proxy	${ARTICLE43_WORK_DIR}/qc/all-refined/dastool__026.fna	f84a8279641408087e1c97e131dd7655d92d96941f7fbd039e9a970170c7208d
