Branch	CandidateID	Contigs	Bytes	SHA256	Status
MetaBAT2-multisample	metabat2-multisample__014	37	1820576	3106af4a83c58d9c757865fdee6fb40f9c9134f3a1689d2a5eee4a3758a9e407	PASS
MetaBAT2-multisample	metabat2-multisample__015	220	461136	42aab4388aceeeda3be2f4e81b65a76defc5532e0e10526ffc8df5d276e4cde1	PASS
MetaBAT2-multisample	metabat2-multisample__016	42	1261797	f7a517e76fab62f622448d52fbaaab10e97ae3a379fcfc369adcc05701d34c11	PASS
MetaBAT2-multisample	metabat2-multisample__017	10	1748888	455f49ec6b88b1b079e2906d65fe16e298a9daaab79ac5023cdfc98048cab0bd	PASS
MetaBAT2-multisample	metabat2-multisample__018	1024	5288693	eb10464f9e951abd418634afd92c39455180c5d8326a5a6857468ec5de0b96a8	PASS
MetaBAT2-multisample	metabat2-multisample__019	13	4687441	f5dd0161e09ab726d6aefd14d1b23818f2257496217572c8dd5eae2b1890a3bf	PASS
MetaBAT2-multisample	metabat2-multisample__020	22	390901	68872e66567bafe33de6c43b98197d24fe115ad5d70af4281a754b0a90167820	PASS
MetaBAT2-multisample	metabat2-multisample__021	41	1735607	2954bcf0b54026554032658ae8f6ba72d8bc747edc036d639fb198698f0ca955	PASS
MetaBAT2-multisample	metabat2-multisample__022	120	2048835	423db9b97f774417d6d1c2980d72787a667e1774bfd4d0ddf03fb8bceff7148d	PASS
MetaBAT2-multisample	metabat2-multisample__023	108	2082713	3cd4aaad3d8fc666569fa198394440954364728ed6167563370cb97957455670	PASS
MetaBAT2-multisample	metabat2-multisample__024	78	2539135	98f90aaa1fb8bbb19e5606f6db6db43f5d5db229d33008d122bf04bcd8dd4eed	PASS
MetaBAT2-multisample	metabat2-multisample__025	5	1917528	6368094fa97d5c7e70b54e062f6cda83c8571fab20175eca0d2ffea82607eaf6	PASS
MetaBAT2-multisample	metabat2-multisample__026	60	2184169	df31fe0e9bab5b3ea856f7ba2f31a59bb952b9909581435bd7837af609982beb	PASS
MetaBAT2-multisample	metabat2-multisample__027	241	6062406	1fbb2098165e0f6b06d12849709e9a8e5c6eff30301e6d6b800f22d31299ad86	PASS
MetaBAT2-multisample	metabat2-multisample__028	196	2017827	abc987f1a5e8904919ea4599b2cea19609a0832cb2e639df318ccb5ae00ecb9d	PASS
MetaBAT2-multisample	metabat2-multisample__029	3	208584	f064f8c8dfb8cad605b76934d85e3aacf0ffcb009dc2562119d547653030aad7	PASS
MetaBAT2-multisample	metabat2-multisample__030	69	422151	8552f3550b9bf3c62a4494c53e38cbd8c19ac1da654a8bfeabc498be0ea88589	PASS
MetaBAT2-multisample	metabat2-multisample__031	236	720003	06c2c196a9e23c611fb2f6bda6286ad1523ac2d9ab28426ce678ce8c05c7d727	PASS
MetaBAT2-multisample	metabat2-multisample__032	502	1554983	a01f9ba2a0ccffd524d8b837c1997eec22b0562768a7d750b94dd73fe8394487	PASS
MetaBAT2-multisample	metabat2-multisample__033	43	1755754	e21379b05a2d8bfee13a32910f8ba4bbf89aa9f3f0c36ea9933e0e27cd5cf43b	PASS
MetaBAT2-multisample	metabat2-multisample__034	361	1134748	699fea31c0c36799573b4045f4fb1550021688c61f27e3392996e0c6624317bb	PASS
SemiBin2-self-supervised	semibin2__001	628	1398556	dab07824d6df3f5890e9c804ccc8430f68c939f30374a954faba1f6560df2f0e	PASS
SemiBin2-self-supervised	semibin2__002	812	2015227	efe415350aef2c2c9191a54a51449c73f3022645f587a4862fbec333385fa04b	PASS
SemiBin2-self-supervised	semibin2__003	930	4940459	78c23e33d72fa0f1f06f10d8f1bfb5f970bfc423ef0f3ff56e90f43665fbe8d9	PASS
SemiBin2-self-supervised	semibin2__004	258	2121480	fcf0a291bbda6a158ae8ac5c63a27fce28174e4127483269e42913d7dc3e9c77	PASS
SemiBin2-self-supervised	semibin2__005	145	296568	712633a16786fde9c1b1f9d27c89e01d8425c6a932cefbb863b3f1d96609a712	PASS
SemiBin2-self-supervised	semibin2__006	471	1609844	48dba4d41ba0ed8af00e5b22bcd50b6e0dc71214ddb5c86211435c1d83c1fedd	PASS
SemiBin2-self-supervised	semibin2__007	360	1130741	495f60d57ada83d59415627de2c9099658f5ca19387cd77f0a331e9fbc731b2f	PASS
SemiBin2-self-supervised	semibin2__008	182	362812	ac199fe01edfea3f4ccc4b2bbc0cf61beba61fcf7ba625930cdd301cd97f299a	PASS
SemiBin2-self-supervised	semibin2__009	145	349244	846009264f63b439dafaa1c3029c6b6fbb6fe83c8e80cc595151c97b366b2d1f	PASS
SemiBin2-self-supervised	semibin2__010	52	265028	91485bb735e86a828acb4e7f5c8d208aa29c06c0ef42fff3298d9a4619f98a55	PASS
SemiBin2-self-supervised	semibin2__011	193	404319	86fa83443afb06fb1fdfbad19395d97f19698a28bf2ae2aa94a8be4bd6812d91	PASS
SemiBin2-self-supervised	semibin2__012	42	1737978	caf3108ded790222573031333e70f6dc2a6594e067562b86d6bf73bd5c9a1845	PASS
SemiBin2-self-supervised	semibin2__013	188	380470	febc0270025a9ca8ca50b43783bdb3791475886aa4b078e822efffdf48f552ab	PASS
SemiBin2-self-supervised	semibin2__014	36	1817285	bee8606fdcf10e0f450ac8540edbc840da940977c5807f5cd26a3fabab1e1790	PASS
SemiBin2-self-supervised	semibin2__015	272	1100534	60f4d611291f401f2c8ee007c94b56e153df13a4e0cb5cc74eafab162a97cd33	PASS
SemiBin2-self-supervised	semibin2__016	536	1413611	fb8ff0b2097e7fdee7b9c2ab2dc3ed342522309ab09f15fbe69bbb15c4c6e882	PASS
SemiBin2-self-supervised	semibin2__017	108	2086178	1a09a0563a02613a9a3a019c646279358e7e96c0047b7459ce3bc90db1377407	PASS
SemiBin2-self-supervised	semibin2__018	324	962369	64d3c938ec6fec17483b576ac6f8466c9517b6bd2476f43804ba6aae73030f68	PASS
SemiBin2-self-supervised	semibin2__019	240	6019710	498c6de4781ded3d0699fafc7de4f3ad4147e0ce4f301e2bbe714c534426778b	PASS
SemiBin2-self-supervised	semibin2__020	199	2028004	5a24399386277d9a8baa1001aee0fb331f24d173be22d398dfc32b11e9741587	PASS
SemiBin2-self-supervised	semibin2__021	478	1467143	9f1e6bb6b02f76c6a7b5dd39a3cbb8289a57e3f4dc586ad4bb4c0b12baf49bd5	PASS
SemiBin2-self-supervised	semibin2__022	371	747984	9db3eb7d051e2307bb22311f9044f747b16653f5712a8345402236c46ba654d3	PASS
SemiBin2-self-supervised	semibin2__023	70	2659655	2580b58a3218f0dafa857976c91fa594af7266adba20fd6fa77a9e4e5bd73c01	PASS
SemiBin2-self-supervised	semibin2__024	123	240953	e8d6049f6a7ce56a64713d90673d193b3b30abde10a72092a8835eb59e41aa98	PASS
SemiBin2-self-supervised	semibin2__025	70	590278	425736ffbad79f3c8996affa9bd7d393266b78e36da213707ef3a426b96857ed	PASS
SemiBin2-self-supervised	semibin2__026	219	675502	2edb959e0543cba6b572adfccfd448dbf55fa6c0ac889302df46afda32635f2e	PASS
SemiBin2-self-supervised	semibin2__027	104	2655280	93dfd838854ebc1197c9acb2479ca104b424b8e539e76c41f24371978f0347d1	PASS
SemiBin2-self-supervised	semibin2__028	91	2555249	d0806cd2d5c6eaba589d1025958e33c8f85555c72684841b4935a7ca69dced64	PASS
SemiBin2-self-supervised	semibin2__029	73	2656047	cfaae9ef674d5dacc09b23a650675e377dfdfc1b13af9a0002416e067fecf7e6	PASS
SemiBin2-self-supervised	semibin2__030	64	2240333	a7fe709ab575ab387dd9bc6277cb8921a770979c6d87ea2543ff64c7e11c0e0f	PASS
SemiBin2-self-supervised	semibin2__031	73	432379	70f4058f8c2c5078c9371d9c1d17094394e637088f47fc250a8e44e22f4232bd	PASS
SemiBin2-self-supervised	semibin2__032	43	1271866	622055352896c8bf3ef0de86e566867b378a9b095b3bced0fe3721819a43be2a	PASS
SemiBin2-self-supervised	semibin2__033	6	249343	5762e625389f208f086f96d893a7a586fcc2dd15c360b785e1de62a33628dd57	PASS
SemiBin2-self-supervised	semibin2__034	22	398820	55bdcdcf0050764eb254d1fa47370827fbfbe56f744527b3ca5570f10ab2e87d	PASS
SemiBin2-self-supervised	semibin2__035	647	6830376	c88b96aba4e98f6bf1cc88939d5d7ff023ce8a71ec9fccf55cbbbf9345ed600f	PASS
SemiBin2-self-supervised	semibin2__036	52	1925917	a6ba418663d08d660e392207b0627cf7323b5fef83965ec37e687f197920b37f	PASS
SemiBin2-self-supervised	semibin2__037	223	537306	3fd5d8ea89e0c523f09d914ee6d35780676ad80559dd58b43953dc76fb51d0f6	PASS
SemiBin2-self-supervised	semibin2__038	43	1749985	7e764b2ccf81fc2b0d23d77ec6f43e2b6aae6da537e47c95d0f9002335229dc2	PASS
SemiBin2-self-supervised	semibin2__039	13	1756423	de9ebb57e77bbd937144700aabc6231a2c50da8c429c824fb3c5ce40d88f3bff	PASS
SemiBin2-self-supervised	semibin2__040	128	2077572	d0e99a37eb39dac8f3a4574c737b55b579aa992aeab92c84608e635d3396338e	PASS
SemiBin2-self-supervised	semibin2__041	20	4724688	08121832745e4f768a4a9bf398da84c647cd59125a3a033b3a1d76c71aa9d758	PASS
SemiBin2-self-supervised	semibin2__042	242	552371	eda38474e3705361f0943790b79537290bd7804dc4494688266700061ee6344c	PASS
SemiBin2-self-supervised	semibin2__043	8	1944411	f9cb447c36eebe1ad17d2c773f6fc751e2e9892b50c0415deed4835901794c1b	PASS
VAMB-taxonomy-free	vamb__001	13	4687441	f5dd0161e09ab726d6aefd14d1b23818f2257496217572c8dd5eae2b1890a3bf	PASS
VAMB-taxonomy-free	vamb__002	54	1930906	dc2d5759242402e7bb00c52c04fa147df5107bd63764d03f96bde339396faa7a	PASS
VAMB-taxonomy-free	vamb__003	123	2073847	f324b1b99ca8e24fcdbe7a1828d9c4d199c931e27a0af728d4c7e2f542fef4ca	PASS
VAMB-taxonomy-free	vamb__004	558	6550112	744aa1792fd9ca76bac57148f882a90008271f497283de0b0fc93dbd99366e3a	PASS
VAMB-taxonomy-free	vamb__005	192	1995492	fbee68c931193826e3d2eb437061da4c13287617b8e58c3a39bde50ea55c086f	PASS
VAMB-taxonomy-free	vamb__006	223	2005963	958339fe9803be02e7bd8ffe384706323cd49551ea4cd29a9d1edcb60663cbd3	PASS
VAMB-taxonomy-free	vamb__007	279	820588	5d0291374f0f0584d1d1c3416c9bd1136ae452de9a5389f099281129ccd5ba3a	PASS
VAMB-taxonomy-free	vamb__008	65	412078	6500166deb36cd5e788658404a74f7d8dfaf258c82348e8d05648a68eb68ee8c	PASS
VAMB-taxonomy-free	vamb__009	6	1934292	35d7b3ed3d8295ebdcd0d79fd512e3efee1582f24cc36bb8179807815f1dd6aa	PASS
VAMB-taxonomy-free	vamb__010	262	1091665	f980277024b8c2ba0c16d28d37df931ac10f80c46708d44c8ba017b76dabb221	PASS
VAMB-taxonomy-free	vamb__011	108	218436	f594b67edd3c43cbe2dc19e4cf390b03be9ad365f0115e772232ca31596231a7	PASS
VAMB-taxonomy-free	vamb__012	10	1748888	455f49ec6b88b1b079e2906d65fe16e298a9daaab79ac5023cdfc98048cab0bd	PASS
VAMB-taxonomy-free	vamb__013	94	3637796	5bc446f40743247dc880d4a3ee96a87454aa3b8e176223d12f116bcbb26b2c46	PASS
VAMB-taxonomy-free	vamb__014	13	265647	8599fc87d67257cd6fb206ca80b8eefaa97f10262acfe558343618e5269a8045	PASS
VAMB-taxonomy-free	vamb__015	119	505988	139a2a9a7f0773ceeef13fb9009944109e20a3a2956d92c2dc5d47731eda4b85	PASS
VAMB-taxonomy-free	vamb__016	890	5022255	7300b6988805cc12fdb4983216e869618df1aa5be698ece1df07152cbdaa2434	PASS
VAMB-taxonomy-free	vamb__017	192	369547	76d2692d664497d15e04a630367f82e4c720ec8cb7510b4db18ebbc1fc64da08	PASS
VAMB-taxonomy-free	vamb__018	106	223358	41ee02b0de4313c7aa0b3bda9cdb52e88807f35433874ba6a7b76ae38e31ec47	PASS
VAMB-taxonomy-free	vamb__019	109	392575	a1fcf55b7fa99dbac3a8d655329d131efcfdf12a2e79c43f3a712ba37462480d	PASS
VAMB-taxonomy-free	vamb__020	326	1056773	4cfe2d75edb822f3d442654c491657c2b00c9be013f47bce8baa8a4e236c5e85	PASS
VAMB-taxonomy-free	vamb__021	197	5765965	84d4450abe573f4add041e5658d14e24c0e6cc73eacc7defa3fa9e292c851036	PASS
VAMB-taxonomy-free	vamb__022	74	2674230	1033879afffd50fc14ad3ed2924d7f01c66a3acf25e0a7ce94390fdd4ba69c62	PASS
VAMB-taxonomy-free	vamb__023	72	2592425	8c7156c12a9cafb268897c1df812c1d4f3d3db9c98eb126b4e188a8d2ff717d1	PASS
VAMB-taxonomy-free	vamb__024	408	1448965	bc343c1c6a69c40869a592c2ad2bce68df4dd3ac468742615ce3986365781b54	PASS
VAMB-taxonomy-free	vamb__025	67	2648272	849765cc3b4b150397a555232e8402b8fcbe57eb987e4189d5953443ed10ea71	PASS
VAMB-taxonomy-free	vamb__026	555	11415255	38214cccd2068d078e441708c22eb885fb4637b14be10a6a15a08e92d209c593	PASS
TaxVAMB-Kraken2	taxvamb__001	5	2391558	14ab9f5f65bf7e6d757969e9efab9847e026b8f792d5f826c4377529d60d1271	PASS
TaxVAMB-Kraken2	taxvamb__002	101	2771828	9290e20c72da17b77d6001f47cdcedc754568ccc55e05942fe9093f634e183b0	PASS
TaxVAMB-Kraken2	taxvamb__003	193	382821	c5c18b68090e6e31a9a932738f363d0814317f41c5254b26fb1f4ab363802e97	PASS
TaxVAMB-Kraken2	taxvamb__004	79	2690514	46f2c255c2b721603c0d505f37823bb402a4c0d17840d30f5de1afb2500392fa	PASS
TaxVAMB-Kraken2	taxvamb__005	188	367013	436c425310c24108c7f796e61a7cdc58a804c649c121a7f6b2c41e3fcadcf2de	PASS
TaxVAMB-Kraken2	taxvamb__006	254	6564024	d11f1f3cddf58057900b53d1988747dc38c32ee50b6d1960866b57a7945bd1ee	PASS
TaxVAMB-Kraken2	taxvamb__007	48	1883472	ce8e021af9fa69702a64dde572c32832261e73f2f9da67008e0a4cccb395b33d	PASS
TaxVAMB-Kraken2	taxvamb__008	83	1963219	0c9920d688c8e18cd58113f4ed884bd72d1ed75f63b9b099fc45adee9f24da52	PASS
TaxVAMB-Kraken2	taxvamb__009	181	358748	1d8c3d2d42d16a524c9dba8a72834879ced9c4ce41d99c0997203eb05d0364dc	PASS
TaxVAMB-Kraken2	taxvamb__010	24	405293	61d25eeddec4636b6d16320991bba402dc6a7651c50883ba234b32e4253310c3	PASS
TaxVAMB-Kraken2	taxvamb__011	550	6456607	7d631028c53dea07b1c534f6320628154f0f8ef51da8100d41ae156e11928095	PASS
TaxVAMB-Kraken2	taxvamb__012	117	2049522	04c0bf37cc10d5f3bca4423bff72918e20ca604ecbaa7fdfe676afaca1ef3b52	PASS
TaxVAMB-Kraken2	taxvamb__013	194	1990258	076b2070c4713fe54b659398d012c4567a252186d70d94f0e361ffc997441c91	PASS
TaxVAMB-Kraken2	taxvamb__014	227	2010048	cd1ed92161dfc2d6222de377fb8a1c49d1a78b2c48c7df4f6e9f329e0beed200	PASS
TaxVAMB-Kraken2	taxvamb__015	6	1934292	35d7b3ed3d8295ebdcd0d79fd512e3efee1582f24cc36bb8179807815f1dd6aa	PASS
TaxVAMB-Kraken2	taxvamb__016	16	283885	382aa2f6c89abb8ac85d2ed370c596f7c7bfe9f1418725344c23a89e2ded0f31	PASS
TaxVAMB-Kraken2	taxvamb__017	340	914959	4156da15e1925d2e8a8a741a77497bbd595227f3cc17a5d9a6bcf31a7623c9d7	PASS
TaxVAMB-Kraken2	taxvamb__018	108	329026	44f7f0f70bf515eb88fd5f71d1b29ceb48a657f2fa491d05368f5bc5f5146abc	PASS
TaxVAMB-Kraken2	taxvamb__019	277	547161	69aec7f5dbe6465a49c32cde3bbed5b176e44fabf486a62baa5cd639c1c04ba7	PASS
TaxVAMB-Kraken2	taxvamb__020	26	223003	25225db7578fb898c893751f154d8a1c13bf1b6d05a85b9fa95fa067af6fa6a7	PASS
TaxVAMB-Kraken2	taxvamb__021	266	1091799	fdd058e68d0bf277cec8048fdc0b1b13bd32b7f99fc9ccf7974b9d78702fecc6	PASS
TaxVAMB-Kraken2	taxvamb__022	12	1754570	1318b9b25375182e9ed3b9c362fbae1afbf07c55ee4b02c9526d36613dd8a11f	PASS
TaxVAMB-Kraken2	taxvamb__023	133	547035	1a15e750e3247d210ffaaa6b9f78c9d8c8a140d25d00a6cb047f5fa45534dd49	PASS
TaxVAMB-Kraken2	taxvamb__024	378	1193592	7287576071295ae6ef7f08ca2ad81e397320e5e55e7c2c697a9a885c65eed38e	PASS
TaxVAMB-Kraken2	taxvamb__025	10	2299407	e6c8d3e6ccdd7a8fb9e8a2850cb833eb7eed7e1bfab49c6efebb46d2e1d29a16	PASS
TaxVAMB-Kraken2	taxvamb__026	317	945962	ef769ed88f501aee9dfe043362d8be1dd59dbc406e51cbb96c9712165b576939	PASS
TaxVAMB-Kraken2	taxvamb__027	42	1270999	47cd3a131fffcaa76390666bf9f850a50f16007a0a7a4ecc7a890e643550c76c	PASS
TaxVAMB-Kraken2	taxvamb__028	477	1625264	08cf2e7adcc4a07aa7f2154fb87c3647eec0a42fc3aa8d3a8fef81ba5c7a9f5b	PASS
TaxVAMB-Kraken2	taxvamb__029	51	2363812	163ea540a234f0063645672a81bec874ea49ea1d68711c21d7c403e23f4e37a6	PASS
TaxVAMB-Kraken2	taxvamb__030	950	5249819	99a7a4791f14ca1e85ae53904be4d762fe63b31f676adba061872e88888beab2	PASS
TaxVAMB-Kraken2	taxvamb__031	136	278930	1e0e76eac0ad4c11e6e1153338399e1ee9ac8a91d6ee919508d6f17cdf0ccc57	PASS
TaxVAMB-Kraken2	taxvamb__032	510	1554288	93fbb4dc8aee22c40c13e97b4537d7219780cafda4f6b9fc165505ae49e6a073	PASS
TaxVAMB-Kraken2	taxvamb__033	189	5690949	afb12deb73b4356f25a96068a229b7ad32800359adc1e348eef93b3735212546	PASS
TaxVAMB-Kraken2	taxvamb__034	43	1756849	974df6cef6f1d99aa3e7ab61f82f61586c31582bead915eb3dd0d4177bbdc539	PASS
TaxVAMB-Kraken2	taxvamb__035	77	2677323	15114bf6c8fe4894a3bd1e74247c393c4ace98dd8d1947a3c5cff20ef6b0d7ec	PASS
