sample_id	SubjectID	tradeoff	ModeledTaxa	PositiveTaxa	FractionGrowing	ModeledAbundance	PositiveAbundance	CommunityGrowth	MedianTaxonGrowth	AbundanceWeightedFractionGrowing
MV_FEM2_t1Q14	MV_FEM2	0.6	42	42	1.0	0.9999999999999983	0.9999999999999983	0.08500944577231066	0.0100032513713317	1.0
MV_FEM2_t1Q14	MV_FEM2	0.7	42	22	0.5238095238095238	0.9999999999999983	0.6895831901610486	0.32538539034583747	0.0077014876708673494	0.6895831901610497
MV_FEM2_t1Q14	MV_FEM2	0.8	42	22	0.5238095238095238	0.9999999999999983	0.6895831901610486	0.3307806132844062	0.0089938647027877	0.6895831901610497
MV_FEM2_t1Q14	MV_FEM2	0.9	42	22	0.5238095238095238	0.9999999999999983	0.6895831901610486	0.3224041054587249	0.0087874291556458	0.6895831901610497
MV_FEM3_t1Q14	MV_FEM3	0.1	35	35	1.0	0.999999999999998	0.999999999999998	0.05176120732157818	0.002222518215033	1.0
MV_FEM3_t1Q14	MV_FEM3	0.2	35	35	1.0	0.999999999999998	0.999999999999998	0.003119592780879006	3.581098720969845e-05	1.0
MV_FEM3_t1Q14	MV_FEM3	0.3	35	34	0.9714285714285714	0.999999999999998	0.997050790623389	0.1564480728999535	0.0063292806237599	0.997050790623391
MV_FEM3_t1Q14	MV_FEM3	0.4	35	35	1.0	0.999999999999998	0.999999999999998	0.0532609918270092	0.0023743313287556	1.0
MV_FEM3_t1Q14	MV_FEM3	0.5	35	35	1.0	0.999999999999998	0.999999999999998	0.2652342278242535	0.0113886030416645	1.0
MV_FEM3_t1Q14	MV_FEM3	0.6	35	35	1.0	0.999999999999998	0.999999999999998	0.29386307854793425	0.0115745553129317	1.0
MV_FEM3_t1Q14	MV_FEM3	0.7	35	35	1.0	0.999999999999998	0.999999999999998	0.36096629831251204	0.0151904290456758	1.0
MV_FEM3_t1Q14	MV_FEM3	0.8	35	16	0.45714285714285713	0.999999999999998	0.7978073799035758	0.398929874715842	0.0	0.7978073799035773
MV_FEM3_t1Q14	MV_FEM3	0.9	35	15	0.42857142857142855	0.999999999999998	0.6963231317472547	0.4065346750368309	0.0	0.6963231317472561
MV_FEM4_t1Q14	MV_FEM4	0.1	23	23	1.0	0.9999999999999989	0.9999999999999989	0.05195028924042007	0.0015663824557723	1.0
MV_FEM4_t1Q14	MV_FEM4	0.2	23	23	1.0	0.9999999999999989	0.9999999999999989	0.0032615610150224226	2.755982650712913e-05	1.0
MV_FEM4_t1Q14	MV_FEM4	0.3	23	23	1.0	0.9999999999999989	0.9999999999999989	0.16937725919375343	0.0058839409837206	1.0
MV_FEM4_t1Q14	MV_FEM4	0.4	23	23	1.0	0.9999999999999989	0.9999999999999989	0.08450094032450714	0.0021757113644633	1.0
MV_FEM4_t1Q14	MV_FEM4	0.5	23	23	1.0	0.9999999999999989	0.9999999999999989	0.26954070922132434	0.0084024450956138	1.0
MV_FEM4_t1Q14	MV_FEM4	0.6	23	20	0.8695652173913043	0.9999999999999989	0.9692508707810534	0.2813340132538017	0.0071181107974057	0.9692508707810545
MV_FEM4_t1Q14	MV_FEM4	0.7	23	20	0.8695652173913043	0.9999999999999989	0.9692508707810534	0.2956921279693886	0.0159325545075751	0.9692508707810545
MV_FEM4_t1Q14	MV_FEM4	0.8	23	20	0.8695652173913043	0.9999999999999989	0.9692508707810534	0.3011984274909038	0.0199834787320764	0.9692508707810545
MV_FEM4_t1Q14	MV_FEM4	0.9	23	20	0.8695652173913043	0.9999999999999989	0.9692508707810534	0.2910826664620773	0.012820616066537	0.9692508707810545
MV_FEM5_t1Q14	MV_FEM5	0.1	29	29	1.0	0.9999999999999989	0.9999999999999989	0.03579311893433203	0.0030640627805823	1.0
MV_FEM5_t1Q14	MV_FEM5	0.2	29	29	1.0	0.9999999999999989	0.9999999999999989	0.0003616898250381752	2.775029244416248e-05	1.0
MV_FEM5_t1Q14	MV_FEM5	0.3	29	29	1.0	0.9999999999999989	0.9999999999999989	0.10737603238721127	0.0091919089041583	1.0
MV_FEM5_t1Q14	MV_FEM5	0.4	29	29	1.0	0.9999999999999989	0.9999999999999989	0.0758863874690485	0.0070205143426524	1.0
MV_FEM5_t1Q14	MV_FEM5	0.5	29	28	0.9655172413793104	0.9999999999999989	0.9963673699219022	0.18308472349283944	0.0169084120485699	0.9963673699219033
MV_FEM5_t1Q14	MV_FEM5	0.6	29	21	0.7241379310344828	0.9999999999999989	0.814356415155425	0.1878559694898596	0.0132683520559582	0.8143564151554259
MV_FEM5_t1Q14	MV_FEM5	0.7	29	21	0.7241379310344828	0.9999999999999989	0.814356415155425	0.19982747543769022	0.014513069805188	0.8143564151554259
MV_FEM5_t1Q14	MV_FEM5	0.8	29	14	0.4827586206896552	0.9999999999999989	0.603201056455524	0.20338104579034508	1.5498517188496112e-13	0.6032010564555247
MV_FEM5_t1Q14	MV_FEM5	0.9	29	14	0.4827586206896552	0.9999999999999989	0.603201056455524	0.19495760703632045	7.886079478191488e-13	0.6032010564555247
MV_MIM5_t3F15	MV_MIM5	0.1	31	31	1.0	0.9999999999999984	0.9999999999999984	0.045701302083427625	0.002335135342222	1.0
MV_MIM5_t3F15	MV_MIM5	0.2	31	31	1.0	0.9999999999999984	0.9999999999999984	0.008408142027627456	6.664791501980507e-05	1.0
MV_MIM5_t3F15	MV_MIM5	0.3	31	31	1.0	0.9999999999999984	0.9999999999999984	0.14505041179651246	0.0074115343725031	1.0
MV_MIM5_t3F15	MV_MIM5	0.4	31	31	1.0	0.9999999999999984	0.9999999999999984	0.14945637248273289	0.0076897204462155	1.0
MV_MIM5_t3F15	MV_MIM5	0.5	31	31	1.0	0.9999999999999984	0.9999999999999984	0.23605109342810768	0.0122920117022067	1.0
MV_MIM5_t3F15	MV_MIM5	0.6	31	28	0.9032258064516129	0.9999999999999984	0.9905726297915639	0.24381796310629142	0.0175199394789172	0.9905726297915655
MV_MIM5_t3F15	MV_MIM5	0.7	31	29	0.9354838709677419	0.9999999999999984	0.9967091589340275	0.24521798101998657	0.0287463159541371	0.996709158934029
MV_MIM5_t3F15	MV_MIM5	0.8	31	30	0.967741935483871	0.9999999999999984	0.9983702818918653	0.24564104558248848	0.0315616621121769	0.9983702818918668
MV_MIM5_t3F15	MV_MIM5	0.9	31	30	0.967741935483871	0.9999999999999984	0.9983702818918653	0.2448277943350958	0.0259178905648108	0.9983702818918668
